#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,8,3837,0.00178002160452796,0.0106801296271678,"Q9LMM0, Q5XEP9, O80518, Q39103, Q9S777, Q9LHR4, Q9ZW16, O22893",,Q9LMM0; Q5XEP9; O80518; Q39103; Q9S777; Q9LHR4; Q9ZW16; O22893
Biosynthesis of secondary metabolites,n/a,map01110,6,2085,0.00140733945461679,0.0253321101831021,"Q9LMM0, Q5XEP9, Q39103, Q9S777, Q9LHR4, Q9ZW16",,Q9LMM0; Q5XEP9; Q39103; Q9S777; Q9LHR4; Q9ZW16
Glycerolipid metabolism,n/a,map00561,1,104,0.0594175208957281,0.0891262813435921,Q9LMM0,,Q9LMM0
Salmonella infection,n/a,map05132,1,230,0.126138069933078,0.141905328674712,O80625,,O80625
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.0315707519614917,0.0811819336152644,Q9ZW16,,Q9ZW16
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.151301465958177,0.160201552191011,Q9S777,,Q9S777
Plant-pathogen interaction,n/a,map04626,2,339,0.0171045933709769,0.0769706701693958,"Q5XEP9, Q9LNE7",,Q5XEP9; Q9LNE7
Circadian rhythm - plant,n/a,map04712,1,71,0.0411286619440981,0.0740315914993766,Q9SQI2,,Q9SQI2
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.0599663260646446,0.0830302976279695,Q9LHR4,,Q9LHR4
Insulin signaling pathway,n/a,map04910,1,135,0.0762844791577847,0.0980800446314375,O80625,,O80625
Glycerophospholipid metabolism,n/a,map00564,1,164,0.0917931086224676,0.110151730346961,Q9LMM0,,Q9LMM0
Galactose metabolism,n/a,map00052,2,96,0.00153597795285911,0.013823801575732,"O80518, O22893",,O80518; O22893
Spliceosome,n/a,map03040,1,318,0.169946588303422,0.169946588303422,Q9XFR5,,Q9XFR5
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.0388881434185795,0.077776286837159,Q9S777,,Q9S777
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.0472635701536267,0.0773403875241163,Q9XFR5,,Q9XFR5
Diterpenoid biosynthesis,n/a,map00904,1,40,0.0236290530218426,0.0708871590655277,Q39103,,Q39103
Fatty acid elongation,n/a,map00062,1,59,0.0343916106225594,0.0773811239007588,Q5XEP9,,Q5XEP9
IL-17 signaling pathway,n/a,map04657,1,29,0.0173441326257197,0.0624388774525909,Q9XFR5,,Q9XFR5
