#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,8,3837,0.0589753498989098,0.11795069979782,"Q94ID3, F4K2L4, O81755, Q9S7T9, Q9M0S8, F4I1A6, O65457, Q67Y55",,Q94ID3; F4K2L4; O81755; Q9S7T9; Q9M0S8; F4I1A6; O65457; Q67Y55
Arginine and proline metabolism,n/a,map00330,1,98,0.0937190469767062,0.128247116915493,Q9S7T9,,Q9S7T9
Biosynthesis of secondary metabolites,n/a,map01110,4,2085,0.154987311115021,0.183166822226843,"Q94ID3, O81755, F4I1A6, Q67Y55",,Q94ID3; O81755; F4I1A6; Q67Y55
Plant hormone signal transduction,n/a,map04075,2,496,0.0881711454407794,0.127358321192237,"Q9FPR6, Q9LX16",,Q9FPR6; Q9LX16
Tyrosine metabolism,n/a,map00350,1,59,0.0578873223709052,0.130875685360307,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.0484756067173724,0.15754572183146,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.032261217855523,0.152507575317018,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.0531930624504549,0.145581013022298,Q67Y55,,Q67Y55
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.243855539100944,0.243855539100944,O81755,,O81755
Starch and sucrose metabolism,n/a,map00500,1,276,0.24083742532079,0.250470922333622,F4I1A6,,F4I1A6
MAPK signaling pathway - plant,n/a,map04016,1,238,0.211562826993693,0.229193062576501,Q9LX16,,Q9LX16
mRNA surveillance pathway,n/a,map03015,1,196,0.17790286643072,0.201107588139075,Q9FLE2,,Q9FLE2
Circadian rhythm - plant,n/a,map04712,1,71,0.0690595830201664,0.119703277234955,Q8W1E3,,Q8W1E3
Zeatin biosynthesis,n/a,map00908,1,59,0.0578873223709052,0.130875685360307,Q94ID3,,Q94ID3
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.081927911434889,0.133132856081695,Q67Y55,,Q67Y55
Cysteine and methionine metabolism,n/a,map00270,3,201,0.00115164761291921,0.0299428379358996,"Q9S7T9, Q9M0S8, Q67Y55",,Q9S7T9; Q9M0S8; Q67Y55
Gastric cancer,n/a,map05226,1,54,0.0531930624504549,0.145581013022298,Q9FWX8,,Q9FWX8
MicroRNAs in cancer,n/a,map05206,2,95,0.00428179256971179,0.0556633034062533,"Q9FWX8, Q9M0S8",,Q9FWX8; Q9M0S8
ABC transporters,n/a,map02010,1,35,0.0351423594080024,0.130528763515437,Q9FWX8,,Q9FWX8
Bile secretion,n/a,map04976,1,32,0.032261217855523,0.152507575317018,Q9FWX8,,Q9FWX8
Quorum sensing,n/a,map02024,1,115,0.108911882013461,0.1415854466175,O65457,,O65457
Pentose and glucuronate interconversions,n/a,map00040,1,152,0.141111033995525,0.174708899232554,O65457,,O65457
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.0846623744991177,0.129483631586886,F4K2L4,,F4K2L4
Novobiocin biosynthesis,n/a,map00401,1,12,0.0128343537677649,0.111231065987296,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.0653501731033733,0.121364607191979,Q67Y55,,Q67Y55
Other glycan degradation,n/a,map00511,1,30,0.030335718358387,0.197182169329516,Q9FKW9,,Q9FKW9
