#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,13,3837,0.032927502635118,0.225788589497952,"Q06402, Q9LMM0, Q5XEP9, Q9FZ62, F4I1A6, Q9S777, F4K2L4, Q9M880, Q1PER6, Q9SCX8, O64753, Q9M0S8, O65457",,Q06402; Q9LMM0; Q5XEP9; Q9FZ62; F4I1A6; Q9S777; F4K2L4; Q9M880; Q1PER6; Q9SCX8; O64753; Q9M0S8; O65457
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.154118174488428,0.264202584837305,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,6,2085,0.290587104676876,0.332099548202144,"Q06402, Q9LMM0, Q5XEP9, F4I1A6, Q9S777, Q56Y11",,Q06402; Q9LMM0; Q5XEP9; F4I1A6; Q9S777; Q56Y11
Glycerolipid metabolism,n/a,map00561,1,104,0.175630818878327,0.271944493747087,Q9LMM0,,Q9LMM0
Plant hormone signal transduction,n/a,map04075,6,496,0.000363885965069231,0.00873326316166155,"A0A178UED2, Q9FLI3, Q9SRW1, Q6NMM4, Q9LU15, A0A178UUI1",,A0A178UED2; Q9FLI3; Q9SRW1; Q6NMM4; Q9LU15; A0A178UUI1
Salmonella infection,n/a,map05132,1,230,0.346309329517334,0.377791995837092,P27323,,P27323
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.403839213343022,0.421397440010109,Q9S777,,Q9S777
Starch and sucrose metabolism,n/a,map00500,1,276,0.399428495339915,0.426057061695909,F4I1A6,,F4I1A6
MAPK signaling pathway - plant,n/a,map04016,3,238,0.0102275391935187,0.0981843762577796,"Q06402, Q9FLI3, Q700C7",,Q06402; Q9FLI3; Q700C7
Plant-pathogen interaction,n/a,map04626,2,339,0.130374019041412,0.272084909303815,"Q5XEP9, P27323",,Q5XEP9; P27323
Protein processing in endoplasmic reticulum,n/a,map04141,8,364,5.43641261057334E-07,2.6094780530752E-05,"Q9LNW0, P13853, P29830, O81822, P27323, P19036, Q9ZW31, Q96331",,Q9LNW0; P13853; P29830; O81822; P27323; P19036; Q9ZW31; Q96331
Lysosome,n/a,map04142,1,125,0.206882715113313,0.268388387174027,Q9SCX8,,Q9SCX8
PI3K-Akt signaling pathway,n/a,map04151,1,155,0.249492956704647,0.307068254405719,P27323,,P27323
