#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,15,3837,0.0169560937755564,0.0993142635425448,"O80518, O65378, F4I1A6, Q9ZT84, F4KFG5, Q39034, Q9S702, Q9M880, Q9ZPS4, Q67Y55, Q9M9F5, Q9C971, Q9S7T9, F4K2L4, O81755",,O80518; O65378; F4I1A6; Q9ZT84; F4KFG5; Q39034; Q9S702; Q9M880; Q9ZPS4; Q67Y55; Q9M9F5; Q9C971; Q9S7T9; F4K2L4; O81755
Arginine and proline metabolism,n/a,map00330,1,98,0.183893481293833,0.228473719183247,Q9S7T9,,Q9S7T9
Biosynthesis of secondary metabolites,n/a,map01110,15,2085,3.53584879980766E-05,0.000724849003960571,"O65378, F4I1A6, Q8LEA2, Q9ZT84, F4KFG5, Q39034, Q9FN52, Q9S702, Q9LE06, Q9ZPS4, P48421, Q67Y55, Q9M9F5, Q9C971, O81755",,O65378; F4I1A6; Q8LEA2; Q9ZT84; F4KFG5; Q39034; Q9FN52; Q9S702; Q9LE06; Q9ZPS4; P48421; Q67Y55; Q9M9F5; Q9C971; O81755
Microbial metabolism in diverse environments,n/a,map01120,2,663,0.395819415363904,0.427068316576844,"Q9S702, Q9ZPS4",,Q9S702; Q9ZPS4
beta-Alanine metabolism,n/a,map00410,1,75,0.144428119308688,0.211484031844865,Q9ZPS4,,Q9ZPS4
Monobactam biosynthesis,n/a,map00261,1,27,0.0558374142165938,0.176102614067719,Q9S702,,Q9S702
Plant hormone signal transduction,n/a,map04075,3,496,0.0839762588894466,0.191279256359295,"A0A178UED2, O80992, Q38824",,A0A178UED2; O80992; Q38824
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.224736482101738,0.255949882393646,Q9S702,,Q9S702
Tyrosine metabolism,n/a,map00350,1,59,0.115858442051502,0.193885556086186,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.097521911204785,0.199919917969809,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.0654764454401115,0.178968950869638,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.10673703779997,0.198919024990854,Q67Y55,,Q67Y55
Phenylpropanoid biosynthesis,n/a,map00940,3,280,0.0208998622986607,0.107111794280636,"Q39034, Q9LVF0, O81755",,Q39034; Q9LVF0; O81755
Starch and sucrose metabolism,n/a,map00500,2,276,0.111764283310088,0.199231983291896,"F4I1A6, F4KFG5",,F4I1A6; F4KFG5
MAPK signaling pathway - plant,n/a,map04016,1,238,0.387900774540368,0.429835993409596,O80992,,O80992
Type I diabetes mellitus,n/a,map04940,1,19,0.0402085840524283,0.149868358740869,Q9ZPS4,,Q9ZPS4
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.527647426365581,0.54083861202472,Q9XIE3,,Q9XIE3
Fatty acid metabolism,n/a,map01212,1,111,0.205392392326256,0.247679061334603,Q9M880,,Q9M880
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.0769139892610248,0.185498444688354,Q9M880,,Q9M880
Circadian rhythm - plant,n/a,map04712,4,71,1.86792945815538E-05,0.000765851077843706,"O24646, Q9LVG4, Q8L500, Q8W1E3",,O24646; Q9LVG4; Q8L500; Q8W1E3
Prion diseases,n/a,map05020,1,20,0.0421761922650894,0.144101990239055,Q9STH1,,Q9STH1
Glucosinolate biosynthesis,n/a,map00966,3,47,0.000155292730569172,0.00159175048833401,"Q9FN52, Q9LE06, P48421",,Q9FN52; Q9LE06; P48421
2-Oxocarboxylic acid metabolism,n/a,map01210,4,126,0.000159815651151796,0.00131048833944472,"Q9FN52, Q9S702, Q9LE06, P48421",,Q9FN52; Q9S702; Q9LE06; P48421
Zeatin biosynthesis,n/a,map00908,1,59,0.115858442051502,0.193885556086186,Q9LTS3,,Q9LTS3
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.161815284687605,0.228773333523855,Q67Y55,,Q67Y55
Biosynthesis of amino acids,n/a,map01230,1,419,0.578208046200397,0.578208046200397,Q9S702,,Q9S702
Cysteine and methionine metabolism,n/a,map00270,4,201,0.000891746722930742,0.00609360260669341,"O65378, Q9S702, Q67Y55, Q9S7T9",,O65378; Q9S702; Q67Y55; Q9S7T9
Carotenoid biosynthesis,n/a,map00906,1,44,0.0882121031586666,0.190352433131859,Q9M9F5,,Q9M9F5
Lysine biosynthesis,n/a,map00300,1,30,0.0616326507929233,0.180495620179275,Q9S702,,Q9S702
GABAergic synapse,n/a,map04727,1,53,0.10490154084271,0.204807770216719,Q9ZPS4,,Q9ZPS4
RNA transport,n/a,map03013,1,285,0.444287112050743,0.467071066514884,F4J1N5,,F4J1N5
Fatty acid biosynthesis,n/a,map00061,1,65,0.126681749807732,0.199767374696808,Q9M880,,Q9M880
Quorum sensing,n/a,map02024,1,115,0.211893252922664,0.24821781056655,Q9ZPS4,,Q9ZPS4
Galactose metabolism,n/a,map00052,1,96,0.180534925075559,0.238771997680579,O80518,,O80518
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.166962476081601,0.228182050644855,F4K2L4,,F4K2L4
Novobiocin biosynthesis,n/a,map00401,1,12,0.0263221448301013,0.119911993114906,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.130260112638028,0.197802393265154,Q67Y55,,Q67Y55
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.182215920452393,0.233464148079628,Q9ZPS4,,Q9ZPS4
Diterpenoid biosynthesis,n/a,map00904,3,40,9.88205675216731E-05,0.00135054775612953,"Q8LEA2, Q9ZT84, Q9C971",,Q8LEA2; Q9ZT84; Q9C971
Butanoate metabolism,n/a,map00650,1,34,0.0693045575727142,0.17759292878008,Q9ZPS4,,Q9ZPS4
Taurine and hypotaurine metabolism,n/a,map00430,1,14,0.0303099923248103,0.124270968531722,Q9ZPS4,,Q9ZPS4
