#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.0629738254692916,0.175231514349333,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,10,3837,0.000426584347779329,0.0136506991289385,"O80518, F4JW83, Q6NKX1, Q9SR86, Q1PER6, Q9LIB9, P28297, Q9ZW27, Q8RXK7, O65782",,O80518; F4JW83; Q6NKX1; Q9SR86; Q1PER6; Q9LIB9; P28297; Q9ZW27; Q8RXK7; O65782
Arginine and proline metabolism,n/a,map00330,1,98,0.0683187676923228,0.145746704410289,Q6NKX1,,Q6NKX1
Tryptophan metabolism,n/a,map00380,1,109,0.0756188847549196,0.142341430126907,O65782,,O65782
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.0629738254692916,0.175231514349333,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,6,2085,0.00393726043766808,0.0419974446684596,"F4JW83, Q6NKX1, Q9SR86, Q9LIB9, P28297, O65782",,F4JW83; Q6NKX1; Q9SR86; Q9LIB9; P28297; O65782
Microbial metabolism in diverse environments,n/a,map01120,1,663,0.378567611616373,0.378567611616373,P28297,,P28297
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.0848282168296924,0.135725146927508,Q9SR86,,Q9SR86
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.182093549788742,0.200930813559991,F4JW83,,F4JW83
Starch and sucrose metabolism,n/a,map00500,1,276,0.179747236487867,0.205425413128991,Q9LIB9,,Q9LIB9
Longevity regulating pathway - worm,n/a,map04212,1,180,0.121396199245131,0.155387135033768,Q9ZW27,,Q9ZW27
Protein processing in endoplasmic reticulum,n/a,map04141,2,364,0.028482099152094,0.182285434573402,"P13853, Q38806",,P13853; Q38806
Carbon metabolism,n/a,map01200,1,480,0.291323723023249,0.300721262475612,P28297,,P28297
Glyoxylate and dicarboxylate metabolism,n/a,map00630,1,144,0.0984724181462596,0.137005103507839,P28297,,P28297
Circadian rhythm - plant,n/a,map04712,1,71,0.0501578033437856,0.200631213375142,O24646,,O24646
Glucosinolate biosynthesis,n/a,map00966,1,47,0.0337212214756447,0.179846514536772,O65782,,O65782
2-Oxocarboxylic acid metabolism,n/a,map01210,1,126,0.086789813890229,0.132251144975587,O65782,,O65782
Drug metabolism - other enzymes,n/a,map00983,1,141,0.0965356286598769,0.140415459868912,Q9ZW27,,Q9ZW27
Cysteine and methionine metabolism,n/a,map00270,1,201,0.134501307848569,0.159408957450156,Q9SR86,,Q9SR86
Pathways in cancer,n/a,map05200,1,283,0.183848929700437,0.1961055250138,Q9ZW27,,Q9ZW27
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0371685341984836,0.169913299193068,Q9FFQ7,,Q9FFQ7
Hepatocellular carcinoma,n/a,map05225,1,119,0.0822062735805762,0.138452671293602,Q9ZW27,,Q9ZW27
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.132020083454502,0.162486256559387,Q9ZW27,,Q9ZW27
Pentose and glucuronate interconversions,n/a,map00040,1,152,0.103617147756194,0.138156197008259,Q8RXK7,,Q8RXK7
Galactose metabolism,n/a,map00052,2,96,0.00229244508365362,0.0366791213384579,"O80518, Q9LIB9",,O80518; Q9LIB9
Two-component system,n/a,map02020,1,99,0.0689847628198147,0.137969525639629,Q8RXK7,,Q8RXK7
Glutathione metabolism,n/a,map00480,2,172,0.00700882287126796,0.0560705829701437,"Q1PER6, Q9ZW27",,Q1PER6; Q9ZW27
Platinum drug resistance,n/a,map01524,1,115,0.0795769051693963,0.141470053634482,Q9ZW27,,Q9ZW27
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.0676523016512639,0.154633832345746,Q9SR86,,Q9SR86
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.0623035800759418,0.199371456243014,Q9ZW27,,Q9ZW27
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.0643128958786387,0.158308666778188,Q9ZW27,,Q9ZW27
Chemical carcinogenesis,n/a,map05204,1,84,0.0589452379023962,0.209583068097409,Q9ZW27,,Q9ZW27
