#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.0517009990247157,0.116889215186314,Q9LPM8,,Q9LPM8
Metabolic pathways,n/a,map01100,7,3837,0.00709410771636604,0.0922234003127586,"Q9M9V6, Q9LPM8, Q1PER6, Q9ZPH4, Q9C9H5, P28297, Q9LTZ0",,Q9M9V6; Q9LPM8; Q1PER6; Q9ZPH4; Q9C9H5; P28297; Q9LTZ0
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.0517009990247157,0.116889215186314,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.122724444028536,0.151944549749617,"Q9M9V6, Q9LPM8, P28297",,Q9M9V6; Q9LPM8; P28297
Microbial metabolism in diverse environments,n/a,map01120,1,663,0.321766394118575,0.321766394118575,P28297,,P28297
Plant hormone signal transduction,n/a,map04075,2,496,0.0344475987289377,0.0995152852169312,"O80338, Q9SHC2",,O80338; Q9SHC2
Starch and sucrose metabolism,n/a,map00500,1,276,0.149314963559911,0.176463138752622,Q9C9H5,,Q9C9H5
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.191977318732234,0.217017838566874,Q38806,,Q38806
Sphingolipid signaling pathway,n/a,map04071,1,119,0.0676165304956648,0.117201986192486,Q9ZPH4,,Q9ZPH4
Carbon metabolism,n/a,map01200,1,480,0.245005658070702,0.25480588439353,P28297,,P28297
Glyoxylate and dicarboxylate metabolism,n/a,map00630,1,144,0.0811252363089175,0.124073890825403,P28297,,P28297
Glucosinolate biosynthesis,n/a,map00966,1,47,0.0276078959231516,0.110431583692607,Q9LPM8,,Q9LPM8
2-Oxocarboxylic acid metabolism,n/a,map01210,1,126,0.0714185813470385,0.116055194688938,Q9LPM8,,Q9LPM8
Biosynthesis of amino acids,n/a,map01230,1,419,0.217562696230547,0.235692920916426,Q9LPM8,,Q9LPM8
Cysteine and methionine metabolism,n/a,map00270,1,201,0.111207746270189,0.144570070151246,Q9LPM8,,Q9LPM8
"Valine, leucine and isoleucine biosynthesis",n/a,map00290,1,39,0.0230593381415768,0.119908558336199,Q9LPM8,,Q9LPM8
Pantothenate and CoA biosynthesis,n/a,map00770,1,47,0.0276078959231516,0.110431583692607,Q9LPM8,,Q9LPM8
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0304401349991914,0.0989304387473721,Q9FFQ7,,Q9FFQ7
Quorum sensing,n/a,map02024,1,115,0.0654370433443102,0.121525937639433,Q9LTZ0,,Q9LTZ0
Pentose and glucuronate interconversions,n/a,map00040,1,152,0.0854071292822041,0.123365853407628,Q9LTZ0,,Q9LTZ0
Two-component system,n/a,map02020,1,99,0.0566687532249818,0.113337506449964,Q9C9H5,,Q9C9H5
Glutathione metabolism,n/a,map00480,1,172,0.0960259845829725,0.131403978903015,Q1PER6,,Q1PER6
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.0388881434185795,0.101109172888307,Q9M9V6,,Q9M9V6
Sphingolipid metabolism,n/a,map00600,1,37,0.0219189249440162,0.142473012136105,Q9ZPH4,,Q9ZPH4
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0179171333356177,0.15528182224202,Q9T0J9,,Q9T0J9
Biosynthesis of siderophore group nonribosomal peptides,n/a,map01053,1,4,0.0029115046253472,0.0756991202590272,Q9M9V6,,Q9M9V6
