#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.150320747037166,0.208381141395437,Q570C8,,Q570C8
Metabolic pathways,n/a,map01100,37,3837,1.08527415824461E-16,1.42170914730043E-14,"Q9SRX4, Q5XEP9, Q39103, Q9SHH6, Q8L743, Q42588, Q9XIF8, Q9C9H5, Q9S7H8, Q9FRL8, Q8GYB8, P11832, P13114, Q43314, Q8VYZ3, F4JWS8, Q96242, Q570C8, Q9FM79, Q9M9K1, P32961, Q93WC9, Q39161, O82191, Q9ZW24, Q9ZW30, Q9SJQ9, Q9ZV04, O80822, O22893, Q9M111, P46422, Q9SVQ9, F4JTY4, Q9SZB9, Q9T003, Q93YQ7",,Q9SRX4; Q5XEP9; Q39103; Q9SHH6; Q8L743; Q42588; Q9XIF8; Q9C9H5; Q9S7H8; Q9FRL8; Q8GYB8; P11832; P13114; Q43314; Q8VYZ3; F4JWS8; Q96242; Q570C8; Q9FM79; Q9M9K1; P32961; Q93WC9; Q39161; O82191; Q9ZW24; Q9ZW30; Q9SJQ9; Q9ZV04; O80822; O22893; Q9M111; P46422; Q9SVQ9; F4JTY4; Q9SZB9; Q9T003; Q93YQ7
Tryptophan metabolism,n/a,map00380,2,109,0.0170934387366807,0.0574164224232096,"P32961, Q9T003",,P32961; Q9T003
Glycolysis / Gluconeogenesis,n/a,map00010,2,205,0.0534320618579938,0.116660001723286,"Q9M9K1, Q9SJQ9",,Q9M9K1; Q9SJQ9
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.150320747037166,0.208381141395437,Q9FRL8,,Q9FRL8
Pyruvate metabolism,n/a,map00620,1,156,0.245060116224479,0.276748924356954,O82191,,O82191
Biosynthesis of secondary metabolites,n/a,map01110,19,2085,1.12482117065029E-08,7.36757866775938E-07,"Q9FZ21, Q5XEP9, Q39103, Q8L743, Q42588, Q9S7H8, Q8GYB8, P13114, Q96242, Q570C8, Q9M9K1, Q93WC9, Q9ZU49, Q9SJQ9, Q9ZV04, O80822, Q9M111, Q9SVQ9, Q9SZB9",,Q9FZ21; Q5XEP9; Q39103; Q8L743; Q42588; Q9S7H8; Q8GYB8; P13114; Q96242; Q570C8; Q9M9K1; Q93WC9; Q9ZU49; Q9SJQ9; Q9ZV04; O80822; Q9M111; Q9SVQ9; Q9SZB9
Microbial metabolism in diverse environments,n/a,map01120,9,663,4.15275939653726E-06,4.53342900788651E-05,"Q8L743, Q42588, P11832, Q43314, Q9M9K1, P32961, Q39161, O82191, Q9SJQ9",,Q8L743; Q42588; P11832; Q43314; Q9M9K1; P32961; Q39161; O82191; Q9SJQ9
Fatty acid degradation,n/a,map00071,1,79,0.133418496644766,0.19638003438724,Q570C8,,Q570C8
Glycerolipid metabolism,n/a,map00561,1,104,0.171358887940253,0.21688902724805,Q9ZU49,,Q9ZU49
Sulfur metabolism,n/a,map00920,1,71,0.120916128412208,0.187455773041411,Q42588,,Q42588
Plant hormone signal transduction,n/a,map04075,3,496,0.0610323504541219,0.128955450153064,"Q9ZWS6, O82333, O80992",,Q9ZWS6; O82333; O80992
