#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.119314140613518,0.180895632543076,Q570C8,,Q570C8
Metabolic pathways,n/a,map01100,27,3837,6.58743533238876E-12,6.19218921244543E-10,"Q9SRX4, O64489, Q9FYL6, Q94A41, Q9C9H5, Q94AM5, P11832, Q9LFP0, P13114, Q43314, F4JWS8, Q96242, Q570C8, Q9FM79, P32961, O82191, Q9ZW29, Q9ZV04, O80822, O23066, Q9M111, O80518, Q42534, Q96330, Q9FLV5, Q37001, P41088",,Q9SRX4; O64489; Q9FYL6; Q94A41; Q9C9H5; Q94AM5; P11832; Q9LFP0; P13114; Q43314; F4JWS8; Q96242; Q570C8; Q9FM79; P32961; O82191; Q9ZW29; Q9ZV04; O80822; O23066; Q9M111; O80518; Q42534; Q96330; Q9FLV5; Q37001; P41088
Tryptophan metabolism,n/a,map00380,2,109,0.0106864998049847,0.0627831863542852,"O64489, P32961",,O64489; P32961
Pyruvate metabolism,n/a,map00620,1,156,0.196889528170145,0.234273615797388,O82191,,O82191
Biosynthesis of secondary metabolites,n/a,map01110,13,2085,9.17545119758629E-06,0.000431246206286556,"Q9FYL6, Q94A41, P13114, Q96242, Q570C8, Q56Y11, Q9ZV04, O80822, Q9M111, Q96330, Q9FLV5, Q37001, P41088",,Q9FYL6; Q94A41; P13114; Q96242; Q570C8; Q56Y11; Q9ZV04; O80822; Q9M111; Q96330; Q9FLV5; Q37001; P41088
Microbial metabolism in diverse environments,n/a,map01120,4,663,0.0146321882473353,0.0625193497840692,"P11832, Q43314, P32961, O82191",,P11832; Q43314; P32961; O82191
Fatty acid degradation,n/a,map00071,1,79,0.105679468934409,0.187431510940273,Q570C8,,Q570C8
Glycerolipid metabolism,n/a,map00561,1,104,0.136368869909123,0.189906278095668,Q94AM5,,Q94AM5
Purine metabolism,n/a,map00230,1,167,0.20914131664796,0.241218205704396,Q9LFP0,,Q9LFP0
Plant hormone signal transduction,n/a,map04075,1,496,0.50096131731935,0.50096131731935,O80992,,O80992
