#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,0.264021501988269,0.295082855163359,O65719,,O65719
Metabolic pathways,n/a,map01100,15,3837,5.6512675096266E-05,0.00107374082682905,"Q5XEP9, O80518, Q9FUS8, Q39103, F4I1A6, Q8LDN8, Q9S777, Q9M040, Q37001, Q9ZW16, F4IKM1, Q9M0S8, Q67Y55, P56765, P62090",,Q5XEP9; O80518; Q9FUS8; Q39103; F4I1A6; Q8LDN8; Q9S777; Q9M040; Q37001; Q9ZW16; F4IKM1; Q9M0S8; Q67Y55; P56765; P62090
Glycolysis / Gluconeogenesis,n/a,map00010,1,205,0.216332174307325,0.262360296500373,Q9M040,,Q9M040
Pyruvate metabolism,n/a,map00620,1,156,0.169517555247593,0.230059539264591,P56765,,P56765
Biosynthesis of secondary metabolites,n/a,map01110,11,2085,4.40643661329592E-05,0.00251166886957867,"Q5XEP9, Q39103, F4I1A6, Q9S777, Q9M040, Q9FJV8, Q37001, Q9ZW16, F4IKM1, Q67Y55, P56765",,Q5XEP9; Q39103; F4I1A6; Q9S777; Q9M040; Q9FJV8; Q37001; Q9ZW16; F4IKM1; Q67Y55; P56765
Microbial metabolism in diverse environments,n/a,map01120,1,663,0.544895139321346,0.544895139321346,P56765,,P56765
Plant hormone signal transduction,n/a,map04075,1,496,0.445023514109352,0.45297036257559,Q9LX16,,Q9LX16
Salmonella infection,n/a,map05132,1,230,0.239197804383779,0.284047392705737,O80625,,O80625
Tyrosine metabolism,n/a,map00350,1,59,0.0684993579021252,0.190461629288836,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.0574153706170965,0.192510360304382,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.0382712114976286,0.167804542720372,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,3,54,4.51152896336373E-05,0.00128578575455866,"Q9ZW16, F4IKM1, Q67Y55",,Q9ZW16; F4IKM1; Q67Y55
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.282960134464205,0.30431561631056,Q9S777,,Q9S777
Starch and sucrose metabolism,n/a,map00500,1,276,0.279553114916446,0.30643322211995,F4I1A6,,F4I1A6
MAPK signaling pathway - plant,n/a,map04016,1,238,0.246373926246363,0.286598240735565,Q9LX16,,Q9LX16
Plant-pathogen interaction,n/a,map04626,3,339,0.00797651848730506,0.0505179504195987,"Q5XEP9, Q9LNE7, P25071",,Q5XEP9; Q9LNE7; P25071
Legionellosis,n/a,map05134,1,81,0.0924306008635455,0.195131268489707,O65719,,O65719
Longevity regulating pathway - worm,n/a,map04212,1,180,0.19278424053256,0.249743220689907,Q9FUS8,,Q9FUS8
Protein processing in endoplasmic reticulum,n/a,map04141,2,364,0.070133687258119,0.181710007896036,"Q9XIE3, O65719",,Q9XIE3; O65719
mRNA surveillance pathway,n/a,map03015,1,196,0.207934562542325,0.263383779220278,Q9FLE2,,Q9FLE2
Propanoate metabolism,n/a,map00640,1,73,0.0837998116746394,0.194962827161406,P56765,,P56765
Carbon metabolism,n/a,map01200,1,480,0.434381634312999,0.450177330106199,P56765,,P56765
Fatty acid metabolism,n/a,map01212,1,111,0.124083029932973,0.196464797393875,P56765,,P56765
Carbon fixation pathways in prokaryotes,n/a,map00720,1,54,0.0629736392335034,0.199416524239427,P56765,,P56765
Circadian rhythm - plant,n/a,map04712,3,71,9.84908933461765E-05,0.00140349523018301,"Q9SQI2, Q93WK5, Q9LVG4",,Q9SQI2; Q93WK5; Q9LVG4
Antigen processing and presentation,n/a,map04612,2,78,0.00412489116971956,0.0335883995248593,"O65719, Q9SKY8",,O65719; Q9SKY8
Toxoplasmosis,n/a,map05145,1,81,0.0924306008635455,0.195131268489707,O65719,,O65719
Drug metabolism - other enzymes,n/a,map00983,1,141,0.154638947259346,0.220360499844569,Q9FUS8,,Q9FUS8
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.256131461062038,0.291989865610723,Q8LDN8,,Q8LDN8
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.096715669251654,0.177832037011106,Q67Y55,,Q67Y55
Cysteine and methionine metabolism,n/a,map00270,3,201,0.0018937308637749,0.0215885318470338,"Q37001, Q9M0S8, Q67Y55",,Q37001; Q9M0S8; Q67Y55
