#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,13,258,0.248188302466972,0.323096044666094,"O04486, Q6NKP9, Q9C820, P22954, Q8LPK4, Q0WTY4, O65719, Q0WNJ6, Q9LHA8, Q9M1K2, O82171, B3LF48, Q9T052",,O04486; Q6NKP9; Q9C820; P22954; Q8LPK4; Q0WTY4; O65719; Q0WNJ6; Q9LHA8; Q9M1K2; O82171; B3LF48; Q9T052
"Valine, leucine and isoleucine degradation",n/a,map00280,12,90,0.000272506850843349,0.00137404862819604,"Q8S528, Q9LPM9, Q9FIK7, Q570C8, Q9SR86, Q9M5K2, Q9SWG0, Q9M401, Q0WM29, Q9SZE1, Q8RXN4, Q940M2",,Q8S528; Q9LPM9; Q9FIK7; Q570C8; Q9SR86; Q9M5K2; Q9SWG0; Q9M401; Q0WM29; Q9SZE1; Q8RXN4; Q940M2
Metabolic pathways,n/a,map01100,421,3837,2.53489020260741E-80,9.07490692533452E-78,"Q9MAM3, Q06402, Q9LMM0, A0A178W7C0, Q9LPC1, Q9SRW9, Q9SRY5, P42760, Q8L735, Q5XEP9, O23024, Q940Q1, P0DI10, Q9LNE3, P93836, Q8VWZ8, Q05431, O80518, O04499, Q9FUS8, Q9SAC0, Q8W4M5, Q39041, O82567, Q8H1D8, Q39103, Q9FZ49, Q9SHH6, Q9SHH7, Q9FZ62, Q9LN49, Q9SYP2, F4I1A6, Q9SK87, Q8S528, Q9ZUB3, Q42565, Q8VYU7, Q9C664, Q9FUT1, P55230, Q9SA77, A0A178WJZ2, Q9SA14, Q9SA18, P0DN99, Q9FVQ6, Q9C876, Q9FX21, Q38970, Q84WV0, Q3ECY6, Q9SX65, F4HYF3, O22043, Q9LPM9, A0A178WKH3, Q9C512, Q42524, Q9C942, Q9MAH0, Q5M729, Q8VYB2, Q9FXB2, A0A1P8AME8, Q9XIF8, O22693, O80689, O80690, Q41931, Q8H1H9, Q9LQ04, Q8LDN8, P92947, P0CAN7, Q42059, Q9C7W7, Q9SGU9, Q9S777, Q8L7S6, Q9C524, Q8L9C4, Q94A41, Q96520, Q9FNX8, Q9CAI3, Q67YC0, Q9C9C4, Q9S7H8, Q9SFX3, Q8GYB8, Q0WPW4, Q9M9F1, Q8GYM1, Q9SYM5, Q500Y9, Q9SAK4, Q9SAK2, Q9AV97, Q9SAJ6, P93832, Q8S4F6, Q9M040, Q9LZM3, Q9LZ06, Q9LZG0, Q9LZS3, F4JW83, Q8GW43, A0A1P8B9U3, Q9FF77, Q9FLC8, Q9FLC0, Q42578, Q39112, Q38946, Q9SD85, P50287, Q8VZR0, Q9FT97, A0A384L5D5, Q84VY5, F4KFG5, Q9LX12, Q9LFU1, Q8VZB2, Q94A94, Q9LYR4, Q9LF33, Q9LFW1, Q94AS5, Q9S7T9, Q9LF05, Q38929, Q02166, Q9FK50, Q3E9D5, Q94ID2, Q93ZY3, F4K2L4, Q8VYZ3, Q8RX87, A0A1P8BG25, Q500W7, Q8LAD2, P32746, Q9FNF2, Q8GY54, O82462, Q94C74, Q9FIW4, Q6NKX1, Q9FFR3, Q9FHX0, Q96242, Q8H185, Q9FIK7, Q570C8, Q93WF1, Q9FI78, P34881, Q00917, Q9FHN5, Q9FHN4, Q9FLH8, Q9LT91, Q9FJ95, Q9ZRA2, Q9FK25, P14671, Q9FLQ4, Q9FE17, Q9FKT8, Q42538, Q9FKK7, Q9FUT0, Q8VZC3, Q42546, Q96511, Q43387, Q9FLG1, Q37001, F4JZ24, Q9FKW3, Q9FJZ3, Q944K2, O82663, Q9FGC7, Q43735, F4J5Z7, A0A1I9LND0, Q9SRT9, Q1PET6, Q9M884, Q9M880, Q9M9P3, Q9M9W7, Q9SR86, Q9SR37, Q9SR36, Q1PER6, Q9SF85, Q9ZSS6, Q38933, Q9SS45, Q9SG80, A0A384K8P2, Q94IA6, Q9LIB9, Q8RWN9, Q949X7, Q9LUE1, Q9LUD9, Q9LH76, Q9LJQ9, Q9LW15, Q9LUR3, Q8VZF1, Q9M5K2, Q9LSH2, D2WL32, P38025, Q94CE5, Q9LJA0, Q8LAX0, Q94ID1, Q9LK39, Q9LK38, Q9LIR4, A0A384L621, P48641, Q9LSD0, Q9LK23, A0A384L5L1, Q9LTZ0, Q9LVW7, Q9LK94, Q9LIA0, P92983, Q9LHR4, Q9M2A0, Q9LZG7, P32962, O22241, Q1G1A4, Q9SWG0, Q9SN95, Q9STG6, Q9SD76, P49078, Q1PEH3, Q9SMU8, Q8LG70, Q9M401, Q8H106, O64989, Q9ASU1, Q96329, Q0WQF7, Q9LF98, A8MR07, P45724, F4JCU3, Q42586, Q9M1G8, Q42529, Q05728, Q9M2U2, Q9M2T9, Q9M1K2, Q9M1I6, A0A384LHU5, Q94A08, Q05758, Q9LYT7, Q43725, Q8LB01, A0A384KPB2, Q9LZI9, Q9ZPS3, Q9SJD4, P49572, Q8S8N6, P38605, A0A178VNN2, Q0WM29, Q9SHP0, Q8S895, Q9SI16, Q9ZPX5, Q96518, Q9SLD2, Q9ZUM9, O82209, O82200, Q9SIV0, Q9SJ20, Q9SJZ2, Q6NLQ7, Q8VYN6, P93831, Q9SJA7, Q9SK52, Q570B4, Q9ZW15, Q9ZW16, F4IKM1, Q9ZW26, Q9ZW27, Q9ZW30, P32069, Q8RU07, P92994, O80852, A0A178VRB0, O64697, Q5HZ00, O64767, O82782, O23647, P25696, P35510, Q9ZUU1, Q9ZUR7, Q84TI2, Q304B9, O80912, Q9ZVI7, Q9ZVI9, Q9ZV19, O80952, P54887, Q8RXD9, O22203, O80822, Q9SKX5, O22862, O24658, O80574, O64882, O80840, Q6NQ66, O22893, O22256, Q8S8T4, O23066, Q9ZSM8, O81301, Q8RXK7, P46422, F4JGR5, Q93YW7, Q9ZPH4, Q42592, Q9LDN9, Q9M0S8, P39207, O48646, Q9T052, Q8L7W5, Q9SVQ9, Q9SVQ6, Q9SVQ1, Q94AR8, Q944R1, Q9SVM4, O23324, Q43315, Q0WVX5, O49505, O49506, Q8RY94, O81852, O81862, Q71N54, O49434, P92980, O04904, Q9SU50, Q9STW8, Q9C5M8, Q9SZX3, A4GNA8, Q9SZH2, Q9STR4, A0A178V5J1, O65583, Q9SZ30, Q6NQE2, Q9T079, Q67Y55, Q9SZE1, Q9M0G0, Q8RXN4, Q94JQ3, Q9M076, Q9SZB9, Q00218, O49485, O49482, Q9SYZ0, O65677, Q05763, Q9STG9, A0A1P8B760, F4JLI5, Q96255, F4JNX3, Q42600, O23237, Q8RWM2, B5X4Z4, Q6NPM8, Q940M2, P42801, P93306, P60620, P56765, P56774, P62090, P26289",,Q9MAM3; Q06402; Q9LMM0; A0A178W7C0; Q9LPC1; Q9SRW9; Q9SRY5; P42760; Q8L735; Q5XEP9; O23024; Q940Q1; P0DI10; Q9LNE3; P93836; Q8VWZ8; Q05431; O80518; O04499; Q9FUS8; Q9SAC0; Q8W4M5; Q39041; O82567; Q8H1D8; Q39103; Q9FZ49; Q9SHH6; Q9SHH7; Q9FZ62; Q9LN49; Q9SYP2; F4I1A6; Q9SK87; Q8S528; Q9ZUB3; Q42565; Q8VYU7; Q9C664; Q9FUT1; P55230; Q9SA77; A0A178WJZ2; Q9SA14; Q9SA18; P0DN99; Q9FVQ6; Q9C876; Q9FX21; Q38970; Q84WV0; Q3ECY6; Q9SX65; F4HYF3; O22043; Q9LPM9; A0A178WKH3; Q9C512; Q42524; Q9C942; Q9MAH0; Q5M729; Q8VYB2; Q9FXB2; A0A1P8AME8; Q9XIF8; O22693; O80689; O80690; Q41931; Q8H1H9; Q9LQ04; Q8LDN8; P92947; P0CAN7; Q42059; Q9C7W7; Q9SGU9; Q9S777; Q8L7S6; Q9C524; Q8L9C4; Q94A41; Q96520; Q9FNX8; Q9CAI3; Q67YC0; Q9C9C4; Q9S7H8; Q9SFX3; Q8GYB8; Q0WPW4; Q9M9F1; Q8GYM1; Q9SYM5; Q500Y9; Q9SAK4; Q9SAK2; Q9AV97; Q9SAJ6; P93832; Q8S4F6; Q9M040; Q9LZM3; Q9LZ06; Q9LZG0; Q9LZS3; F4JW83; Q8GW43; A0A1P8B9U3; Q9FF77; Q9FLC8; Q9FLC0; Q42578; Q39112; Q38946; Q9SD85; P50287; Q8VZR0; Q9FT97; A0A384L5D5; Q84VY5; F4KFG5; Q9LX12; Q9LFU1; Q8VZB2; Q94A94; Q9LYR4; Q9LF33; Q9LFW1; Q94AS5; Q9S7T9; Q9LF05; Q38929; Q02166; Q9FK50; Q3E9D5; Q94ID2; Q93ZY3; F4K2L4; Q8VYZ3; Q8RX87; A0A1P8BG25; Q500W7; Q8LAD2; P32746; Q9FNF2; Q8GY54; O82462; Q94C74; Q9FIW4; Q6NKX1; Q9FFR3; Q9FHX0; Q96242; Q8H185; Q9FIK7; Q570C8; Q93WF1; Q9FI78; P34881; Q00917; Q9FHN5; Q9FHN4; Q9FLH8; Q9LT91; Q9FJ95; Q9ZRA2; Q9FK25; P14671; Q9FLQ4; Q9FE17; Q9FKT8; Q42538; Q9FKK7; Q9FUT0; Q8VZC3; Q42546; Q96511; Q43387; Q9FLG1; Q37001; F4JZ24; Q9FKW3; Q9FJZ3; Q944K2; O82663; Q9FGC7; Q43735; F4J5Z7; A0A1I9LND0; Q9SRT9; Q1PET6; Q9M884; Q9M880; Q9M9P3; Q9M9W7; Q9SR86; Q9SR37; Q9SR36; Q1PER6; Q9SF85; Q9ZSS6; Q38933; Q9SS45; Q9SG80; A0A384K8P2; Q94IA6; Q9LIB9; Q8RWN9; Q949X7; Q9LUE1; Q9LUD9; Q9LH76; Q9LJQ9; Q9LW15; Q9LUR3; Q8VZF1; Q9M5K2; Q9LSH2; D2WL32; P38025; Q94CE5; Q9LJA0; Q8LAX0; Q94ID1; Q9LK39; Q9LK38; Q9LIR4; A0A384L621; P48641; Q9LSD0; Q9LK23; A0A384L5L1; Q9LTZ0; Q9LVW7; Q9LK94; Q9LIA0; P92983; Q9LHR4; Q9M2A0; Q9LZG7; P32962; O22241; Q1G1A4; Q9SWG0; Q9SN95; Q9STG6; Q9SD76; P49078; Q1PEH3; Q9SMU8; Q8LG70; Q9M401; Q8H106; O64989; Q9ASU1; Q96329; Q0WQF7; Q9LF98; A8MR07; P45724; F4JCU3; Q42586; Q9M1G8; Q42529; Q05728; Q9M2U2; Q9M2T9; Q9M1K2; Q9M1I6; A0A384LHU5; Q94A08; Q05758; Q9LYT7; Q43725; Q8LB01; A0A384KPB2; Q9LZI9; Q9ZPS3; Q9SJD4; P49572; Q8S8N6; P38605; A0A178VNN2; Q0WM29; Q9SHP0; Q8S895; Q9SI16; Q9ZPX5; Q96518; Q9SLD2; Q9ZUM9; O82209; O82200; Q9SIV0; Q9SJ20; Q9SJZ2; Q6NLQ7; Q8VYN6; P93831; Q9SJA7; Q9SK52; Q570B4; Q9ZW15; Q9ZW16; F4IKM1; Q9ZW26; Q9ZW27; Q9ZW30; P32069; Q8RU07; P92994; O80852; A0A178VRB0; O64697; Q5HZ00; O64767; O82782; O23647; P25696; P35510; Q9ZUU1; Q9ZUR7; Q84TI2; Q304B9; O80912; Q9ZVI7; Q9ZVI9; Q9ZV19; O80952; P54887; Q8RXD9; O22203; O80822; Q9SKX5; O22862; O24658; O80574; O64882; O80840; Q6NQ66; O22893; O22256; Q8S8T4; O23066; Q9ZSM8; O81301; Q8RXK7; P46422; F4JGR5; Q93YW7; Q9ZPH4; Q42592; Q9LDN9; Q9M0S8; P39207; O48646; Q9T052; Q8L7W5; Q9SVQ9; Q9SVQ6; Q9SVQ1; Q94AR8; Q944R1; Q9SVM4; O23324; Q43315; Q0WVX5; O49505; O49506; Q8RY94; O81852; O81862; Q71N54; O49434; P92980; O04904; Q9SU50; Q9STW8; Q9C5M8; Q9SZX3; A4GNA8; Q9SZH2; Q9STR4; A0A178V5J1; O65583; Q9SZ30; Q6NQE2; Q9T079; Q67Y55; Q9SZE1; Q9M0G0; Q8RXN4; Q94JQ3; Q9M076; Q9SZB9; Q00218; O49485; O49482; Q9SYZ0; O65677; Q05763; Q9STG9; A0A1P8B760; F4JLI5; Q96255; F4JNX3; Q42600; O23237; Q8RWM2; B5X4Z4; Q6NPM8; Q940M2; P42801; P93306; P60620; P56765; P56774; P62090; P26289
N-Glycan biosynthesis,n/a,map00510,8,78,0.0113628949770048,0.0292655856242283,"Q9FZ49, Q9FX21, Q9C512, Q9SFX3, Q93ZY3, Q944K2, A0A384LHU5, A0A178VNN2",,Q9FZ49; Q9FX21; Q9C512; Q9SFX3; Q93ZY3; Q944K2; A0A384LHU5; A0A178VNN2
Various types of N-glycan biosynthesis,n/a,map00513,7,62,0.0111082668142676,0.0288170979674478,"Q9FZ49, Q9FX21, Q9C512, Q8L7S6, Q9SFX3, Q93ZY3, Q944K2",,Q9FZ49; Q9FX21; Q9C512; Q8L7S6; Q9SFX3; Q93ZY3; Q944K2
Lysine degradation,n/a,map00310,10,57,0.00012123809230174,0.000678175578812859,"Q8S528, Q3ECY6, Q9FIK7, Q9FLQ4, Q9M5K2, Q9ZUM9, P93831, Q9SJA7, Q9ZSM8, F4JNX3",,Q8S528; Q3ECY6; Q9FIK7; Q9FLQ4; Q9M5K2; Q9ZUM9; P93831; Q9SJA7; Q9ZSM8; F4JNX3
Arginine and proline metabolism,n/a,map00330,11,98,0.0017373695352043,0.00661679035748021,"Q8S528, Q9ZUB3, Q9S7T9, Q3E9D5, Q6NKX1, Q8VZC3, F4JZ24, P92983, P54887, Q9SKX5, A0A1P8B760",,Q8S528; Q9ZUB3; Q9S7T9; Q3E9D5; Q6NKX1; Q8VZC3; F4JZ24; P92983; P54887; Q9SKX5; A0A1P8B760
Histidine metabolism,n/a,map00340,4,33,0.041137920138158,0.0783371032418116,"Q8S528, O82782, Q9SZ30, Q6NPM8",,Q8S528; O82782; Q9SZ30; Q6NPM8
Tryptophan metabolism,n/a,map00380,9,109,0.0389657363641143,0.0745975059804969,"O23024, Q8S528, Q9FIK7, Q9FLQ4, Q9M5K2, P32962, Q9SIV0, Q9SVQ1, A0A1P8B760",,O23024; Q8S528; Q9FIK7; Q9FLQ4; Q9M5K2; P32962; Q9SIV0; Q9SVQ1; A0A1P8B760
Glycolysis / Gluconeogenesis,n/a,map00010,21,205,6.43046669946305E-05,0.000403878434808381,"O04499, Q8W4M5, Q9SYP2, Q9SK87, Q8S528, Q5M729, Q9C9C4, Q9SAJ6, Q9M040, A0A384L5D5, F4J5Z7, Q8RWN9, Q8VZF1, Q9M5K2, Q0WQF7, Q9LF98, A8MR07, Q8VYN6, P25696, F4JGR5, Q9M076",,O04499; Q8W4M5; Q9SYP2; Q9SK87; Q8S528; Q5M729; Q9C9C4; Q9SAJ6; Q9M040; A0A384L5D5; F4J5Z7; Q8RWN9; Q8VZF1; Q9M5K2; Q0WQF7; Q9LF98; A8MR07; Q8VYN6; P25696; F4JGR5; Q9M076
