#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,8,3837,0.0213344278627636,0.115815465540717,"Q9FUS8, Q8LDN8, Q9SGU9, Q3E9D5, Q9ZW15, F4IKM1, Q9SVQ1, P26289",,Q9FUS8; Q8LDN8; Q9SGU9; Q3E9D5; Q9ZW15; F4IKM1; Q9SVQ1; P26289
Arginine and proline metabolism,n/a,map00330,1,98,0.0840908225223514,0.159772562792468,Q3E9D5,,Q3E9D5
Tryptophan metabolism,n/a,map00380,1,109,0.0929904206842483,0.153636347217454,Q9SVQ1,,Q9SVQ1
Biosynthesis of secondary metabolites,n/a,map01110,2,2085,0.70874591527657,0.70874591527657,"Q9ZW15, F4IKM1",,Q9ZW15; F4IKM1
Selenocompound metabolism,n/a,map00450,1,30,0.0271225627004815,0.10306573826183,Q9SGU9,,Q9SGU9
Regulation of actin cytoskeleton,n/a,map04810,1,119,0.10100659112347,0.156663284191505,Q9FE63,,Q9FE63
Shigellosis,n/a,map05131,2,241,0.0199285347288144,0.126214053282491,"Q9FE63, Q39256",,Q9FE63; Q39256
Salmonella infection,n/a,map05132,1,230,0.185407049093025,0.220170870797968,Q9FE63,,Q9FE63
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,2,54,0.0011621471232498,0.0220807953417463,"Q9ZW15, F4IKM1",,Q9ZW15; F4IKM1
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.201178071115532,0.224846079482066,Q39256,,Q39256
Longevity regulating pathway - worm,n/a,map04212,1,180,0.148407341585491,0.187982632674956,Q9FUS8,,Q9FUS8
Protein processing in endoplasmic reticulum,n/a,map04141,5,364,2.14111124732381E-05,0.000813622273983046,"Q9ZW31, P13853, P29830, Q96331, P19036",,Q9ZW31; P13853; P29830; Q96331; P19036
Synaptic vesicle cycle,n/a,map04721,1,106,0.0905717894666309,0.156442181805999,Q9ZPV9,,Q9ZPV9
PPAR signaling pathway,n/a,map03320,1,64,0.0560323715449587,0.177435843225703,Q39256,,Q39256
Circadian rhythm - plant,n/a,map04712,1,71,0.0618778806162937,0.180873804878397,Q93WK5,,Q93WK5
Parkinson disease,n/a,map05012,1,411,0.306510550467929,0.314794619399494,Q39256,,Q39256
Drug metabolism - other enzymes,n/a,map00983,1,141,0.118395930392378,0.166631309441125,Q9FUS8,,Q9FUS8
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.199045423013033,0.22920382043925,Q8LDN8,,Q8LDN8
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0142177445677612,0.108054858714985,"Q9SGU9, Q3E9D5",,Q9SGU9; Q3E9D5
Pathways in cancer,n/a,map05200,1,283,0.222888663876522,0.241993406494509,Q9FUS8,,Q9FUS8
Hepatocellular carcinoma,n/a,map05225,1,119,0.10100659112347,0.156663284191505,Q9FUS8,,Q9FUS8
Mitophagy - animal,n/a,map04137,1,87,0.0751047176820723,0.190265284794583,Q39256,,Q39256
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,1,138,0.116044426147449,0.169603392061656,Q39256,,Q39256
Oxidative phosphorylation,n/a,map00190,1,290,0.227709565247729,0.24036009665038,P26289,,P26289
Rap1 signaling pathway,n/a,map04015,1,54,0.0476189941272498,0.164501979712318,Q9FE63,,Q9FE63
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.161170355604612,0.19756366170888,Q9FUS8,,Q9FUS8
SNARE interactions in vesicular transport,n/a,map04130,1,93,0.0800170032496051,0.168924784638055,Q9ZPV9,,Q9ZPV9
Galactose metabolism,n/a,map00052,1,96,0.0824634439495566,0.164926887899113,Q8LDN8,,Q8LDN8
MAPK signaling pathway - fly,n/a,map04013,1,100,0.0857153414066312,0.155103951116761,Q9FE63,,Q9FE63
Glutathione metabolism,n/a,map00480,1,172,0.142334828560804,0.186507706390019,Q9FUS8,,Q9FUS8
Platinum drug resistance,n/a,map01524,2,115,0.00494389242912976,0.0626226374356437,"Q9FUS8, Q8GWP3",,Q9FUS8; Q8GWP3
Apoptosis - fly,n/a,map04214,1,27,0.0245299739636053,0.116517376327125,Q9C5R8,,Q9C5R8
Photosynthesis,n/a,map00195,1,147,0.123080361803934,0.167037633876768,O04090,,O04090
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.0767450267439401,0.182269438516858,Q9FUS8,,Q9FUS8
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.0792000877786458,0.177035490328738,Q9FUS8,,Q9FUS8
Mineral absorption,n/a,map04978,1,29,0.0262591258867424,0.110871864855134,Q8GWP3,,Q8GWP3
Chemical carcinogenesis,n/a,map05204,1,84,0.0726388389647361,0.197162562904284,Q9FUS8,,Q9FUS8
Flavone and flavonol biosynthesis,n/a,map00944,1,11,0.0105867959186572,0.100574561227243,Q9S9P6,,Q9S9P6
