#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,17,3837,0.0162925657966472,0.0936822533307212,"Q9M9F5, F4K2L4, O81755, Q9C971, Q9S7T9, O80518, F4I1A6, Q682B4, Q9ZT84, F4JW83, F4KFG5, Q39034, Q9S702, Q9M880, Q9LHR4, Q9ZPS4, Q67Y55",,Q9M9F5; F4K2L4; O81755; Q9C971; Q9S7T9; O80518; F4I1A6; Q682B4; Q9ZT84; F4JW83; F4KFG5; Q39034; Q9S702; Q9M880; Q9LHR4; Q9ZPS4; Q67Y55
Arginine and proline metabolism,n/a,map00330,1,98,0.209329247288188,0.267476260423795,Q9S7T9,,Q9S7T9
Biosynthesis of secondary metabolites,n/a,map01110,17,2085,1.4302772616106E-05,0.000657927540340875,"Q9M9F5, O81755, Q9C971, F4I1A6, Q682B4, Q8LEA2, Q9ZT84, F4JW83, F4KFG5, Q39034, Q9FN52, Q9S702, Q9LE06, Q9LHR4, Q9ZPS4, P48421, Q67Y55",,Q9M9F5; O81755; Q9C971; F4I1A6; Q682B4; Q8LEA2; Q9ZT84; F4JW83; F4KFG5; Q39034; Q9FN52; Q9S702; Q9LE06; Q9LHR4; Q9ZPS4; P48421; Q67Y55
Microbial metabolism in diverse environments,n/a,map01120,2,663,0.67344300893235,0.688408409130847,"Q9S702, Q9ZPS4",,Q9S702; Q9ZPS4
beta-Alanine metabolism,n/a,map00410,1,75,0.164971991925823,0.252957054286262,Q9ZPS4,,Q9ZPS4
Monobactam biosynthesis,n/a,map00261,1,27,0.0642524508421285,0.211115195624136,Q9S702,,Q9S702
Plant hormone signal transduction,n/a,map04075,2,496,0.330199792426984,0.353236987247471,"A0A178UED2, Q38824",,A0A178UED2; Q38824
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.254883997887307,0.279158664352765,Q9S702,,Q9S702
Tyrosine metabolism,n/a,map00350,1,59,0.132660563743296,0.239309252242809,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.111836287627178,0.23383951049319,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.0752852854871065,0.2037131254357,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.122309970034907,0.234427442566905,Q67Y55,,Q67Y55
Phenylpropanoid biosynthesis,n/a,map00940,5,280,0.000634973011292352,0.00584175170388964,"O81755, Q682B4, F4JW83, Q39034, Q9LVF0",,O81755; Q682B4; F4JW83; Q39034; Q9LVF0
Starch and sucrose metabolism,n/a,map00500,3,276,0.0292026414613612,0.149257945246957,"F4I1A6, Q682B4, F4KFG5",,F4I1A6; Q682B4; F4KFG5
Cyanoamino acid metabolism,n/a,map00460,1,104,0.220509316625378,0.274146717966686,Q682B4,,Q682B4
Type I diabetes mellitus,n/a,map04940,1,19,0.0463264306422694,0.177584650795366,Q9ZPS4,,Q9ZPS4
Fatty acid metabolism,n/a,map01212,1,111,0.233353765090293,0.275237774209063,Q9M880,,Q9M880
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.0883537005028723,0.213908959112217,Q9M880,,Q9M880
Circadian rhythm - plant,n/a,map04712,3,71,0.000752848131537975,0.00577183567512448,"Q8W1E3, O24646, Q8L500",,Q8W1E3; O24646; Q8L500
Prion diseases,n/a,map05020,1,20,0.0485857648505213,0.171918860240306,Q9STH1,,Q9STH1
Glucosinolate biosynthesis,n/a,map00966,3,47,0.000237382221943708,0.00363986073647019,"Q9FN52, Q9LE06, P48421",,Q9FN52; Q9LE06; P48421
2-Oxocarboxylic acid metabolism,n/a,map01210,4,126,0.000276980237169539,0.0031852727274497,"Q9FN52, Q9S702, Q9LE06, P48421",,Q9FN52; Q9S702; Q9LE06; P48421
Zeatin biosynthesis,n/a,map00908,1,59,0.132660563743296,0.239309252242809,Q9LTS3,,Q9LTS3
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.184554555513699,0.265297173550942,Q67Y55,,Q67Y55
Biosynthesis of amino acids,n/a,map01230,1,419,1,1,Q9S702,,Q9S702
Cysteine and methionine metabolism,n/a,map00270,3,201,0.0129268331883203,0.0849477609518191,"Q9S7T9, Q9S702, Q67Y55",,Q9S7T9; Q9S702; Q67Y55
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.222357284333191,0.269169344192811,Q9LHR4,,Q9LHR4
Carotenoid biosynthesis,n/a,map00906,1,44,0.101238057848568,0.221759555287339,Q9M9F5,,Q9M9F5
Lysine biosynthesis,n/a,map00300,1,30,0.0708877936364348,0.20380240670475,Q9S702,,Q9S702
GABAergic synapse,n/a,map04727,1,53,0.120225127081152,0.240450254162304,Q9ZPS4,,Q9ZPS4
RNA transport,n/a,map03013,1,285,0.492899125621657,0.515303631331733,F4J1N5,,F4J1N5
Fatty acid biosynthesis,n/a,map00061,1,65,0.144920827675378,0.246902150854348,Q9M880,,Q9M880
Quorum sensing,n/a,map02024,1,115,0.240598523851399,0.276688302429109,Q9ZPS4,,Q9ZPS4
Nucleotide excision repair,n/a,map03420,1,120,0.249558601854306,0.279992577690197,Q9ZQH2,,Q9ZQH2
Galactose metabolism,n/a,map00052,1,96,0.20556716024027,0.278120275619189,O80518,,O80518
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.190339585844045,0.265321846934123,F4K2L4,,F4K2L4
Novobiocin biosynthesis,n/a,map00401,1,12,0.0303606765903733,0.139659112315717,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.148969081155543,0.24473491904125,Q67Y55,,Q67Y55
DNA replication,n/a,map03030,1,78,0.170895462491212,0.25358681530954,Q9ZQH2,,Q9ZQH2
Ferroptosis,n/a,map04216,1,43,0.0991033366709928,0.227937674343283,O80905,,O80905
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.207450428307766,0.27264913434735,Q9ZPS4,,Q9ZPS4
Mineral absorption,n/a,map04978,1,29,0.0686812389948427,0.210622466250851,O80905,,O80905
Diterpenoid biosynthesis,n/a,map00904,3,40,0.000151309507531566,0.00348011867322602,"Q9C971, Q8LEA2, Q9ZT84",,Q9C971; Q8LEA2; Q9ZT84
Base excision repair,n/a,map03410,1,68,0.150986039804255,0.239495097620543,Q9ZQH2,,Q9ZQH2
Butanoate metabolism,n/a,map00650,1,34,0.0796620356129811,0.203580757677618,Q9ZPS4,,Q9ZPS4
Taurine and hypotaurine metabolism,n/a,map00430,1,14,0.034949307102748,0.146151647884219,Q9ZPS4,,Q9ZPS4
