#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,0.472903093100703,0.477829166987169,Q9LHA8,,Q9LHA8
Metabolic pathways,n/a,map01100,28,3837,4.94809461689959E-07,2.3998258891963E-05,"Q9SRX4, Q5XEP9, Q9LNE3, O80518, Q9FUS8, Q9FYL6, Q42534, Q9S777, Q94A41, Q9C9H5, Q8LAH7, Q96330, F4K2L4, Q9FJR1, Q9LUE6, Q9M9K1, Q1PER6, P32961, P41088, Q9ZQI7, Q39161, O49312, A0A178VRB0, O24598, O24658, O65457, O65677, O23141",,Q9SRX4; Q5XEP9; Q9LNE3; O80518; Q9FUS8; Q9FYL6; Q42534; Q9S777; Q94A41; Q9C9H5; Q8LAH7; Q96330; F4K2L4; Q9FJR1; Q9LUE6; Q9M9K1; Q1PER6; P32961; P41088; Q9ZQI7; Q39161; O49312; A0A178VRB0; O24598; O24658; O65457; O65677; O23141
Arginine and proline metabolism,n/a,map00330,1,98,0.216993388727995,0.307275309585627,O23141,,O23141
Tryptophan metabolism,n/a,map00380,2,109,0.0310426575840977,0.130919034159021,"P32961, O49312",,P32961; O49312
Glycolysis / Gluconeogenesis,n/a,map00010,1,205,0.399035134248974,0.416197935722048,Q9M9K1,,Q9M9K1
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.201355973124044,0.315024667629553,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,13,2085,0.00241615966532371,0.02343674875364,"Q5XEP9, Q9LNE3, Q9FYL6, Q9S777, Q94A41, Q8LAH7, Q96330, Q9FJR1, Q9M9K1, P41088, Q9ZU49, Q9ZQI7, O65677",,Q5XEP9; Q9LNE3; Q9FYL6; Q9S777; Q94A41; Q8LAH7; Q96330; Q9FJR1; Q9M9K1; P41088; Q9ZU49; Q9ZQI7; O65677
Microbial metabolism in diverse environments,n/a,map01120,3,663,0.227410109272173,0.310687050695786,"Q9M9K1, P32961, Q39161",,Q9M9K1; P32961; Q39161
Glycerolipid metabolism,n/a,map00561,1,104,0.228520847776728,0.305745134266795,Q9ZU49,,Q9ZU49
Plant hormone signal transduction,n/a,map04075,3,496,0.1267293543353,0.285877845826142,"Q9SSM7, Q9LUE5, Q6NMM4",,Q9SSM7; Q9LUE5; Q6NMM4
