#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,9,3837,0.0133893582061938,0.138356701464003,"Q9FNX8, Q9M0S8, Q67Y55, Q9FZ62, F4K2L4, Q1PER6, A0A178VRB0, P56765, P56774",,Q9FNX8; Q9M0S8; Q67Y55; Q9FZ62; F4K2L4; Q1PER6; A0A178VRB0; P56765; P56774
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.0851147445226398,0.138871425273781,Q1PER6,,Q1PER6
Pyruvate metabolism,n/a,map00620,1,156,0.142313171125177,0.191813404560021,P56765,,P56765
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.461768843145838,0.477161137917366,"Q9FNX8, Q67Y55, P56765",,Q9FNX8; Q67Y55; P56765
Microbial metabolism in diverse environments,n/a,map01120,1,663,0.478279320531434,0.478279320531434,P56765,,P56765
Plant hormone signal transduction,n/a,map04075,8,496,4.25687136991534E-08,1.31963012467375E-06,"Q9LX16, Q9LU15, Q9FPR6, O64538, Q9FGT7, Q9SRW1, Q6NMM4, A0A178UUI1",,Q9LX16; Q9LU15; Q9FPR6; O64538; Q9FGT7; Q9SRW1; Q6NMM4; A0A178UUI1
Tyrosine metabolism,n/a,map00350,1,59,0.0569587475739165,0.147143431232618,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.0476941602547234,0.164279885321825,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.03173678433073,0.140548616321804,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.0523376803420276,0.154520770533605,Q67Y55,,Q67Y55
MAPK signaling pathway - plant,n/a,map04016,1,238,0.208460509672761,0.248549069225215,Q9LX16,,Q9LX16
Plant-pathogen interaction,n/a,map04626,1,339,0.283018959605239,0.32494769436157,Q9SGI8,,Q9SGI8
Photosynthesis - antenna proteins,n/a,map00196,1,40,0.0392788974006981,0.152205727427705,A0A178VRB0,,A0A178VRB0
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.300371851570343,0.33255454995288,Q9LNW0,,Q9LNW0
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.0679583445567189,0.140447245417219,Q9FNX8,,Q9FNX8
mRNA surveillance pathway,n/a,map03015,1,196,0.175237937973945,0.217295043087692,Q9FLE2,,Q9FLE2
Propanoate metabolism,n/a,map00640,1,73,0.0697792012257197,0.135197202374832,P56765,,P56765
Carbon metabolism,n/a,map01200,1,480,0.375593887165228,0.401496913866279,P56765,,P56765
Fatty acid metabolism,n/a,map01212,1,111,0.103712927964367,0.153100036518828,P56765,,P56765
Carbon fixation pathways in prokaryotes,n/a,map00720,1,54,0.0523376803420276,0.154520770533605,P56765,,P56765
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.0806305017285939,0.147032091387436,Q67Y55,,Q67Y55
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0170686430907916,0.105825587162908,"Q9M0S8, Q67Y55",,Q9M0S8; Q67Y55
MicroRNAs in cancer,n/a,map05206,1,95,0.0895772982310472,0.138844812258123,Q9M0S8,,Q9M0S8
Fatty acid biosynthesis,n/a,map00061,1,65,0.0624745420780612,0.148977754186146,P56765,,P56765
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.0833236559618314,0.143501851934265,F4K2L4,,F4K2L4
Glutathione metabolism,n/a,map00480,1,172,0.155636627480616,0.201030643829129,Q1PER6,,Q1PER6
Novobiocin biosynthesis,n/a,map00401,1,12,0.0126236633457502,0.195666781859128,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.0643060217991978,0.142391905412509,Q67Y55,,Q67Y55
Vitamin B6 metabolism,n/a,map00750,1,25,0.025089292160608,0.129628009496475,Q9FZ62,,Q9FZ62
Photosynthesis,n/a,map00195,1,147,0.134727333156608,0.189843060357039,P56774,,P56774
Linoleic acid metabolism,n/a,map00591,1,14,0.0145516892716655,0.112775591855407,Q9FNX8,,Q9FNX8
