#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,5,3837,0.0203985947202028,0.0530363462725272,"Q9M9V6, O04474, Q9LIB9, Q9LTZ0, P28297",,Q9M9V6; O04474; Q9LIB9; Q9LTZ0; P28297
Biosynthesis of secondary metabolites,n/a,map01110,4,2085,0.0106377802314099,0.0460970476694429,"Q9M9V6, Q9FI37, Q9LIB9, P28297",,Q9M9V6; Q9FI37; Q9LIB9; P28297
Microbial metabolism in diverse environments,n/a,map01120,1,663,0.239248593733348,0.239248593733348,P28297,,P28297
Plant hormone signal transduction,n/a,map04075,1,496,0.18497278248844,0.200387181029143,Q9SHC2,,Q9SHC2
Starch and sucrose metabolism,n/a,map00500,1,276,0.10764608325544,0.139939908232072,Q9LIB9,,Q9LIB9
Carbon metabolism,n/a,map01200,1,480,0.179577749485384,0.212228249391818,P28297,,P28297
Glyoxylate and dicarboxylate metabolism,n/a,map00630,1,144,0.0578459068623316,0.0835551988011457,P28297,,P28297
Quorum sensing,n/a,map02024,1,115,0.0465453982840094,0.0756362722115153,Q9LTZ0,,Q9LTZ0
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.00187052382545398,0.0243168097309017,"O04474, Q9LTZ0",,O04474; Q9LTZ0
Galactose metabolism,n/a,map00052,1,96,0.0390697063461288,0.072558026071382,Q9LIB9,,Q9LIB9
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.0275485642615733,0.0596885559000755,Q9M9V6,,Q9M9V6
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0126524784483779,0.0411205549572281,Q9FI37,,Q9FI37
Biosynthesis of siderophore group nonribosomal peptides,n/a,map01053,1,4,0.00205141601731904,0.0133342041125738,Q9M9V6,,Q9M9V6
