#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,0.39609884566792,0.435219719314135,O65719,,O65719
Metabolic pathways,n/a,map01100,21,3837,2.54892274866857E-05,0.00113427062315751,"Q9FLC0, Q8GY54, Q9SHH6, Q9SHH7, Q8GYM1, Q9FLC8, Q39112, Q9SD85, F4KFG5, Q00917, Q9FHN4, Q94ID1, P92983, P32962, P49078, Q94A08, Q9SK52, Q9LDN9, O49505, Q9SU50, Q9T079",,Q9FLC0; Q8GY54; Q9SHH6; Q9SHH7; Q8GYM1; Q9FLC8; Q39112; Q9SD85; F4KFG5; Q00917; Q9FHN4; Q94ID1; P92983; P32962; P49078; Q94A08; Q9SK52; Q9LDN9; O49505; Q9SU50; Q9T079
Arginine and proline metabolism,n/a,map00330,1,98,0.175232482316076,0.297060779545348,P92983,,P92983
Tryptophan metabolism,n/a,map00380,1,109,0.192707618186653,0.290694542688341,P32962,,P32962
Biosynthesis of secondary metabolites,n/a,map01110,16,2085,4.55307708441388E-06,0.000405223860512836,"Q9FLC0, Q9C8J4, Q9FLC8, Q39112, Q9SD85, F4KFG5, Q00917, Q94ID1, P92983, P49078, O80458, Q9SK52, Q9LDN9, O49505, Q9SU50, Q9T079",,Q9FLC0; Q9C8J4; Q9FLC8; Q39112; Q9SD85; F4KFG5; Q00917; Q94ID1; P92983; P49078; O80458; Q9SK52; Q9LDN9; O49505; Q9SU50; Q9T079
Microbial metabolism in diverse environments,n/a,map01120,1,663,1,1,P32962,,P32962
Plant hormone signal transduction,n/a,map04075,2,496,0.252350453248643,0.325495512161294,"Q9M7Q5, Q9FJQ5",,Q9M7Q5; Q9FJQ5
Pathogenic Escherichia coli infection,n/a,map05130,1,152,0.257552877315737,0.325137674909228,F4HWY6,,F4HWY6
Salmonella infection,n/a,map05132,1,230,0.362224678771443,0.408075903932385,Q9XIF4,,Q9XIF4
Phenylpropanoid biosynthesis,n/a,map00940,3,280,0.0181913033975004,0.101189125148596,"Q9FLC0, Q9SK52, Q9LDN9",,Q9FLC0; Q9SK52; Q9LDN9
Starch and sucrose metabolism,n/a,map00500,5,276,0.000242100912698664,0.00538674530754526,"Q9C8J4, F4KFG5, Q00917, Q9SU50, Q9T079",,Q9C8J4; F4KFG5; Q00917; Q9SU50; Q9T079
Cyanoamino acid metabolism,n/a,map00460,2,104,0.018328630150236,0.0959557696100589,"Q9FLC8, P32962",,Q9FLC8; P32962
MAPK signaling pathway - plant,n/a,map04016,3,238,0.0118953789283758,0.070579248308363,"Q9FJQ5, Q9LSF1, Q9LW27",,Q9FJQ5; Q9LSF1; Q9LW27
Plant-pathogen interaction,n/a,map04626,1,339,0.484333351341864,0.513162717493165,Q9SRE7,,Q9SRE7
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.388994264290895,0.432756119023621,Q9LTJ6,,Q9LTJ6
RNA degradation,n/a,map03018,1,187,0.30648420471932,0.35424797688337,Q9XF19,,Q9XF19
Legionellosis,n/a,map05134,1,81,0.147481728030634,0.298315313516509,O65719,,O65719
Longevity regulating pathway - worm,n/a,map04212,3,180,0.00563020151848958,0.0385452257804287,"Q9SHH6, Q9SHH7, Q8GYM1",,Q9SHH6; Q9SHH7; Q8GYM1
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.508879625968143,0.532826902484291,O65719,,O65719
Huntington disease,n/a,map05016,1,437,0.574093564200729,0.58061735470301,Q9FHY0,,Q9FHY0
PI3K-Akt signaling pathway,n/a,map04151,1,155,0.261878368037603,0.319276366511598,Q8RWC9,,Q8RWC9
AMPK signaling pathway,n/a,map04152,1,141,0.241475680956957,0.325626297048018,Q8RWC9,,Q8RWC9
mRNA surveillance pathway,n/a,map03015,1,196,0.318538706991969,0.36346083233699,Q9C8J1,,Q9C8J1
Peroxisome,n/a,map04146,1,144,0.245894439043367,0.326635896639696,Q9FPH4,,Q9FPH4
NOD-like receptor signaling pathway,n/a,map04621,1,117,0.205184761547258,0.299367930782064,Q9XIF4,,Q9XIF4
