#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.201355973124044,0.333956248108171,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,22,3837,0.00034150243356434,0.00774072182745838,"Q9SHH6, Q9FHN4, Q9S7A0, Q94ID1, O80912, Q9SHH7, A0A178WJZ2, Q9FXB2, O22693, Q9SEV0, Q39112, Q9SR86, Q9LIB9, Q9LSH2, Q8LAX0, Q9LTZ0, P92983, Q9SMU8, Q94A08, Q9SI16, O49505, O81862",,Q9SHH6; Q9FHN4; Q9S7A0; Q94ID1; O80912; Q9SHH7; A0A178WJZ2; Q9FXB2; O22693; Q9SEV0; Q39112; Q9SR86; Q9LIB9; Q9LSH2; Q8LAX0; Q9LTZ0; P92983; Q9SMU8; Q94A08; Q9SI16; O49505; O81862
Arginine and proline metabolism,n/a,map00330,1,98,0.216993388727995,0.331585403000082,P92983,,P92983
Tryptophan metabolism,n/a,map00380,1,109,0.237997744578671,0.344337162369141,Q9XI76,,Q9XI76
Biosynthesis of secondary metabolites,n/a,map01110,15,2085,0.00027357667760881,0.00930160703869954,"Q9FI37, Q94ID1, O80912, Q66WT5, Q9SEV0, Q39112, Q9SR86, Q9LIB9, Q9LSH2, Q8LAX0, P92983, Q9SMU8, Q9SCP5, Q9SI16, O49505",,Q9FI37; Q94ID1; O80912; Q66WT5; Q9SEV0; Q39112; Q9SR86; Q9LIB9; Q9LSH2; Q8LAX0; P92983; Q9SMU8; Q9SCP5; Q9SI16; O49505
Microbial metabolism in diverse environments,n/a,map01120,2,663,0.681473038543346,0.7355582003325,"Q9S7A0, Q9LSH2",,Q9S7A0; Q9LSH2
beta-Alanine metabolism,n/a,map00410,1,75,0.171192088927774,0.310428321255697,Q9LSH2,,Q9LSH2
Plant hormone signal transduction,n/a,map04075,3,496,0.1267293543353,0.261139275600013,"Q9LNW3, Q9M7Q5, O81888",,Q9LNW3; Q9M7Q5; O81888
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.263920270490905,0.358931567867631,Q9SR86,,Q9SR86
Phenylpropanoid biosynthesis,n/a,map00940,3,280,0.0335337579051336,0.19002462812909,"O80912, Q9SMU8, Q9SI16",,O80912; Q9SMU8; Q9SI16
Starch and sucrose metabolism,n/a,map00500,1,276,0.495872503834294,0.571514072215796,Q9LIB9,,Q9LIB9
MAPK signaling pathway - plant,n/a,map04016,3,238,0.0222713306660913,0.151445048529421,"Q9LSF1, Q9LNW3, O81888",,Q9LSF1; Q9LNW3; O81888
Plant-pathogen interaction,n/a,map04626,1,339,0.568687015780473,0.633946181525773,O81888,,O81888
Viral carcinogenesis,n/a,map05203,1,227,0.430873383617685,0.51402438747373,Q8LRK8,,Q8LRK8
Type I diabetes mellitus,n/a,map04940,1,19,0.0482005966058171,0.182091142733087,Q9LSH2,,Q9LSH2
Longevity regulating pathway - worm,n/a,map04212,2,180,0.0748269081983355,0.221227380760296,"Q9SHH6, Q9SHH7",,Q9SHH6; Q9SHH7
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.594586011088709,0.652126592806971,F4ICD9,,F4ICD9
Huntington disease,n/a,map05016,1,437,1,1.03030303030303,Q9FHY0,,Q9FHY0
Peroxisome,n/a,map04146,1,144,0.301165207438036,0.390080649634028,Q9FPH4,,Q9FPH4
Carbon metabolism,n/a,map01200,1,480,1,1.03030303030303,Q9S7A0,,Q9S7A0
Circadian rhythm - plant,n/a,map04712,2,71,0.0142034426083744,0.160972349561577,"Q39057, Q6LA42",,Q39057; Q6LA42
Epstein-Barr virus infection,n/a,map05169,1,154,0.318234697324106,0.400739989222948,Q9FHY0,,Q9FHY0
Pyrimidine metabolism,n/a,map00240,1,98,0.216993388727995,0.331585403000082,A0A178WJZ2,,A0A178WJZ2
