#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,0.527211835303992,0.644647646959383,Q9LHA8,,Q9LHA8
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.585421281206347,0.661000833922265,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,86,3837,5.19237516601607E-12,6.69816396416073E-10,"Q06402, Q9LMM0, Q9SRW9, Q5XEP9, Q9LNE3, O80518, Q9FUS9, Q9FUS8, O65378, Q9SHH6, Q9SHH7, Q9FZ62, F4I1A6, A0A178WJZ2, Q9SA18, Q9LNL0, Q9FXB2, Q9XIF8, O22693, Q9SEV0, Q42059, Q9SGU9, Q9S777, Q9ZW95, Q94A41, Q8L7C9, Q39112, Q9FMT1, Q3E9D5, F4K2L4, Q9FMR0, Q9FIW4, Q9FHN4, Q9FMI7, Q37001, Q9FJZ3, Q9FGC7, F4J5Z7, Q9S702, Q9M880, Q96324, Q9S7A0, Q9SR86, Q1PER6, Q94IA6, Q9LIB9, Q9LSH2, Q9SCX8, Q8LAX0, Q94ID1, Q9LTZ0, P92983, Q9LHR4, Q9SMU8, Q9M1G8, Q94A08, Q9LYT7, Q9LZJ1, Q9SI16, O82191, Q501D8, Q6NLQ7, Q9ZW15, F4IKM1, A0A178VRB0, O64749, O64753, O80912, Q9ZW84, O22862, O64882, O22893, O23066, O81301, Q9LDA4, Q9M0S8, Q9SU39, Q94AR8, Q93WN0, O49505, O81862, O65457, Q9STW8, Q9C5M8, P25819, P56765",,Q06402; Q9LMM0; Q9SRW9; Q5XEP9; Q9LNE3; O80518; Q9FUS9; Q9FUS8; O65378; Q9SHH6; Q9SHH7; Q9FZ62; F4I1A6; A0A178WJZ2; Q9SA18; Q9LNL0; Q9FXB2; Q9XIF8; O22693; Q9SEV0; Q42059; Q9SGU9; Q9S777; Q9ZW95; Q94A41; Q8L7C9; Q39112; Q9FMT1; Q3E9D5; F4K2L4; Q9FMR0; Q9FIW4; Q9FHN4; Q9FMI7; Q37001; Q9FJZ3; Q9FGC7; F4J5Z7; Q9S702; Q9M880; Q96324; Q9S7A0; Q9SR86; Q1PER6; Q94IA6; Q9LIB9; Q9LSH2; Q9SCX8; Q8LAX0; Q94ID1; Q9LTZ0; P92983; Q9LHR4; Q9SMU8; Q9M1G8; Q94A08; Q9LYT7; Q9LZJ1; Q9SI16; O82191; Q501D8; Q6NLQ7; Q9ZW15; F4IKM1; A0A178VRB0; O64749; O64753; O80912; Q9ZW84; O22862; O64882; O22893; O23066; O81301; Q9LDA4; Q9M0S8; Q9SU39; Q94AR8; Q93WN0; O49505; O81862; O65457; Q9STW8; Q9C5M8; P25819; P56765
Arginine and proline metabolism,n/a,map00330,2,98,0.250392539630327,0.423614919505734,"Q3E9D5, P92983",,Q3E9D5; P92983
Tryptophan metabolism,n/a,map00380,3,109,0.0942365069440764,0.292927937247852,"Q9XI76, Q501D8, P25819",,Q9XI76; Q501D8; P25819
Glycolysis / Gluconeogenesis,n/a,map00010,1,205,1,1.02788844621514,F4J5Z7,,F4J5Z7
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.585421281206347,0.661000833922265,Q1PER6,,Q1PER6
Pyruvate metabolism,n/a,map00620,3,156,0.198179620387964,0.375958397500696,"Q9M1G8, O82191, P56765",,Q9M1G8; O82191; P56765
Biosynthesis of secondary metabolites,n/a,map01110,60,2085,5.41082721206294E-13,1.39599342071224E-10,"Q06402, Q9LMM0, Q9FZ21, Q5XEP9, Q9LNE3, O65378, Q9XI60, Q9FZ80, F4I1A6, Q9SA18, Q9LNL0, Q9SEV0, Q9S777, Q9ZW95, Q94A41, B6EXY6, Q39112, Q9FMT1, Q9FMR0, Q9FG67, Q9FN52, Q9FIW4, Q9FJV8, Q9FI37, Q56Y11, Q9FMI7, Q37001, Q9FGC7, F4J5Z7, Q9S702, Q9SR86, Q94IA6, Q9LIB9, Q9LSH2, Q9LE06, Q8LAX0, Q94ID1, P92983, Q9LHR4, Q9SMU8, Q9SCP5, Q9LYT7, Q9LZJ1, Q9SI16, Q501D8, Q6NLQ7, Q9ZW15, F4IKM1, O80912, Q9ZW84, O22862, O64882, Q9LDA4, Q66WT5, Q9SU39, Q94AR8, O49505, O49561, P25819, P56765",,Q06402; Q9LMM0; Q9FZ21; Q5XEP9; Q9LNE3; O65378; Q9XI60; Q9FZ80; F4I1A6; Q9SA18; Q9LNL0; Q9SEV0; Q9S777; Q9ZW95; Q94A41; B6EXY6; Q39112; Q9FMT1; Q9FMR0; Q9FG67; Q9FN52; Q9FIW4; Q9FJV8; Q9FI37; Q56Y11; Q9FMI7; Q37001; Q9FGC7; F4J5Z7; Q9S702; Q9SR86; Q94IA6; Q9LIB9; Q9LSH2; Q9LE06; Q8LAX0; Q94ID1; P92983; Q9LHR4; Q9SMU8; Q9SCP5; Q9LYT7; Q9LZJ1; Q9SI16; Q501D8; Q6NLQ7; Q9ZW15; F4IKM1; O80912; Q9ZW84; O22862; O64882; Q9LDA4; Q66WT5; Q9SU39; Q94AR8; O49505; O49561; P25819; P56765
Microbial metabolism in diverse environments,n/a,map01120,8,663,0.546822920651822,0.644202344877488,"Q9SA18, F4J5Z7, Q9S702, Q9S7A0, Q9LSH2, Q9M1G8, O82191, P56765",,Q9SA18; F4J5Z7; Q9S702; Q9S7A0; Q9LSH2; Q9M1G8; O82191; P56765
Glycerolipid metabolism,n/a,map00561,2,104,0.271746905520629,0.435470196424362,"Q9LMM0, Q9XI60",,Q9LMM0; Q9XI60
beta-Alanine metabolism,n/a,map00410,1,75,0.520643731519888,0.639648013010148,Q9LSH2,,Q9LSH2
Monobactam biosynthesis,n/a,map00261,2,27,0.0316553404142299,0.18774891556026,"Q9SA18, Q9S702",,Q9SA18; Q9S702
Sulfur metabolism,n/a,map00920,1,71,0.501723032614852,0.626850084332357,Q93WN0,,Q93WN0
Selenocompound metabolism,n/a,map00450,1,30,0.259088705237754,0.423068898426206,Q9SGU9,,Q9SGU9
