#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,5,3837,0.410291978162213,0.451321175978434,"Q9M9F5, Q9C971, Q9S7T9, F4K2L4, O81755",,Q9M9F5; Q9C971; Q9S7T9; F4K2L4; O81755
Arginine and proline metabolism,n/a,map00330,1,98,0.087806153794785,0.193173538348527,Q9S7T9,,Q9S7T9
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.447671887858668,0.447671887858668,"Q9M9F5, Q9C971, O81755",,Q9M9F5; Q9C971; O81755
Plant hormone signal transduction,n/a,map04075,1,496,0.370057373893456,0.45229234586978,Q38824,,Q38824
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.229758031193654,0.361048334732884,O81755,,O81755
Circadian rhythm - plant,n/a,map04712,1,71,0.0646466979792223,0.237037892590482,Q8W1E3,,Q8W1E3
Cysteine and methionine metabolism,n/a,map00270,1,201,0.171052260513407,0.313595810941246,Q9S7T9,,Q9S7T9
Carotenoid biosynthesis,n/a,map00906,1,44,0.0409045867355742,0.224975227045658,Q9M9F5,,Q9M9F5
RNA transport,n/a,map03013,1,285,0.233331720060959,0.320831115083818,F4J1N5,,F4J1N5
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.079295608820882,0.218062924257425,F4K2L4,,F4K2L4
Diterpenoid biosynthesis,n/a,map00904,1,40,0.037336803321842,0.410704836540262,Q9C971,,Q9C971
