#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,1,1.0406852248394,O65719,,O65719
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.477096283491183,0.582584908986721,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,78,3837,7.60377077144586E-16,1.84771629746134E-13,"Q9LMM0, Q5XEP9, Q9LNE3, O80518, Q9FUS8, Q39103, Q9SHH6, Q9SHH7, Q9FZ62, F4I1A6, A0A178WJZ2, P0DN99, Q9FXB2, O22693, Q8LDN8, Q42059, Q9SGU9, Q9S777, Q9FNX8, Q8GYM1, Q9M040, Q9FLC8, Q9FLC0, Q39112, Q9SD85, F4KFG5, Q3E9D5, F4K2L4, Q8GY54, Q96242, Q00917, Q9FHN4, Q37001, Q9FJZ3, Q9M880, Q9SR86, Q1PER6, Q9LIB9, Q9LSH2, Q8LAX0, Q94ID1, Q9LTZ0, Q9LIA0, P92983, Q9LHR4, P32962, Q1G1A4, P49078, Q9SMU8, Q94A08, Q9ZPS3, Q9SI16, O82200, Q9SK52, Q9ZW15, Q9ZW16, F4IKM1, A0A178VRB0, O80912, O22893, O23066, O81301, Q9ZPH4, Q9LDN9, Q9M0S8, Q9SVQ1, O49505, O81862, Q9SU50, Q9STW8, Q9C5M8, Q9T079, Q67Y55, O23237, P56765, P56774, P62090, P26289",,Q9LMM0; Q5XEP9; Q9LNE3; O80518; Q9FUS8; Q39103; Q9SHH6; Q9SHH7; Q9FZ62; F4I1A6; A0A178WJZ2; P0DN99; Q9FXB2; O22693; Q8LDN8; Q42059; Q9SGU9; Q9S777; Q9FNX8; Q8GYM1; Q9M040; Q9FLC8; Q9FLC0; Q39112; Q9SD85; F4KFG5; Q3E9D5; F4K2L4; Q8GY54; Q96242; Q00917; Q9FHN4; Q37001; Q9FJZ3; Q9M880; Q9SR86; Q1PER6; Q9LIB9; Q9LSH2; Q8LAX0; Q94ID1; Q9LTZ0; Q9LIA0; P92983; Q9LHR4; P32962; Q1G1A4; P49078; Q9SMU8; Q94A08; Q9ZPS3; Q9SI16; O82200; Q9SK52; Q9ZW15; Q9ZW16; F4IKM1; A0A178VRB0; O80912; O22893; O23066; O81301; Q9ZPH4; Q9LDN9; Q9M0S8; Q9SVQ1; O49505; O81862; Q9SU50; Q9STW8; Q9C5M8; Q9T079; Q67Y55; O23237; P56765; P56774; P62090; P26289
Arginine and proline metabolism,n/a,map00330,2,98,0.158773658667464,0.380118217302401,"Q3E9D5, P92983",,Q3E9D5; P92983
Tryptophan metabolism,n/a,map00380,2,109,0.186503880439892,0.412004026789944,"P32962, Q9SVQ1",,P32962; Q9SVQ1
Glycolysis / Gluconeogenesis,n/a,map00010,1,205,1,1.0406852248394,Q9M040,,Q9M040
Ascorbate and aldarate metabolism,n/a,map00053,2,90,0.139145564387198,0.346793560472709,"Q1PER6, O82200",,Q1PER6; O82200
Pyruvate metabolism,n/a,map00620,1,156,1,1.0406852248394,P56765,,P56765
Biosynthesis of secondary metabolites,n/a,map01110,47,2085,1.86605334601487E-11,2.26725481540807E-09,"Q9LMM0, Q5XEP9, Q9LNE3, Q39103, F4I1A6, P0DN99, Q9C8J4, Q9S777, Q9FNX8, B6EXY6, Q9M040, Q9FLC8, Q9FLC0, Q39112, Q9SD85, F4KFG5, Q9FJV8, Q96242, Q9FI37, Q00917, Q37001, Q9SR86, Q9LIB9, Q9LSH2, Q8LAX0, Q94ID1, Q9LIA0, P92983, Q9LHR4, Q1G1A4, P49078, Q9SMU8, Q9ZPS3, Q9SI16, O80458, Q9SK52, Q9ZW15, Q9ZW16, F4IKM1, O80912, Q9LDN9, O49505, Q9SU50, Q9T079, Q67Y55, O23237, P56765",,Q9LMM0; Q5XEP9; Q9LNE3; Q39103; F4I1A6; P0DN99; Q9C8J4; Q9S777; Q9FNX8; B6EXY6; Q9M040; Q9FLC8; Q9FLC0; Q39112; Q9SD85; F4KFG5; Q9FJV8; Q96242; Q9FI37; Q00917; Q37001; Q9SR86; Q9LIB9; Q9LSH2; Q8LAX0; Q94ID1; Q9LIA0; P92983; Q9LHR4; Q1G1A4; P49078; Q9SMU8; Q9ZPS3; Q9SI16; O80458; Q9SK52; Q9ZW15; Q9ZW16; F4IKM1; O80912; Q9LDN9; O49505; Q9SU50; Q9T079; Q67Y55; O23237; P56765
Microbial metabolism in diverse environments,n/a,map01120,4,663,1,1.0406852248394,"Q9LSH2, P32962, Q9ZPS3, P56765",,Q9LSH2; P32962; Q9ZPS3; P56765
Glycerolipid metabolism,n/a,map00561,1,104,0.526757910610794,0.613919291503228,Q9LMM0,,Q9LMM0
beta-Alanine metabolism,n/a,map00410,3,75,0.0182825378673166,0.123407130604387,"P0DN99, Q9LSH2, Q9ZPS3",,P0DN99; Q9LSH2; Q9ZPS3
Selenocompound metabolism,n/a,map00450,1,30,0.198134928544556,0.409759894777251,Q9SGU9,,Q9SGU9
Plant hormone signal transduction,n/a,map04075,14,496,2.2771388418712E-05,0.0011066894771494,"Q9LNW3, Q9M7Q5, O64538, Q9LX16, O23115, Q9FGT7, Q9FIF5, Q9FJQ5, Q9SRW1, Q6NMM4, Q9LU15, Q9FPR6, Q9ZW21, A0A178UUI1",,Q9LNW3; Q9M7Q5; O64538; Q9LX16; O23115; Q9FGT7; Q9FIF5; Q9FJQ5; Q9SRW1; Q6NMM4; Q9LU15; Q9FPR6; Q9ZW21; A0A178UUI1
Regulation of actin cytoskeleton,n/a,map04810,2,119,0.212241916664676,0.421018659179724,"Q9LQQ9, Q9FE63",,Q9LQQ9; Q9FE63
Pathogenic Escherichia coli infection,n/a,map05130,2,152,0.298517427068474,0.490133343092156,"Q9LQQ9, F4HWY6",,Q9LQQ9; F4HWY6
Shigellosis,n/a,map05131,4,241,0.0981810560743507,0.29822495782584,"Q9LQQ9, Q9FX60, Q9FE63, Q39256",,Q9LQQ9; Q9FX60; Q9FE63; Q39256
Salmonella infection,n/a,map05132,5,230,0.0269714445352913,0.148955932319904,"Q9LQQ9, Q9XIF4, P27323, Q9FE63, O80625",,Q9LQQ9; Q9XIF4; P27323; Q9FE63; O80625
Fc gamma R-mediated phagocytosis,n/a,map04666,1,106,0.533456909057825,0.615819614731836,Q9LQQ9,,Q9LQQ9
"Glycine, serine and threonine metabolism",n/a,map00260,2,123,0.222633429204553,0.425983648005561,"P0DN99, Q9SR86",,P0DN99; Q9SR86
Tyrosine metabolism,n/a,map00350,2,59,0.069977046187536,0.255705597346936,"P0DN99, Q67Y55",,P0DN99; Q67Y55
Phenylalanine metabolism,n/a,map00360,2,49,0.0510388877268105,0.217586837151139,"P0DN99, Q67Y55",,P0DN99; Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,2,32,0.0242912669168643,0.140542330019001,"P0DN99, Q67Y55",,P0DN99; Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,5,54,6.4892584964674E-05,0.00225269973520225,"P0DN99, Q9ZW15, Q9ZW16, F4IKM1, Q67Y55",,P0DN99; Q9ZW15; Q9ZW16; F4IKM1; Q67Y55
Autophagy - yeast,n/a,map04138,1,145,1,1.0406852248394,Q9LMM5,,Q9LMM5
Phenylpropanoid biosynthesis,n/a,map00940,8,280,0.00116852703912252,0.0189301380337848,"Q9S777, Q9FLC0, Q9SMU8, Q9SI16, Q9SK52, O80912, Q9LDN9, O23237",,Q9S777; Q9FLC0; Q9SMU8; Q9SI16; Q9SK52; O80912; Q9LDN9; O23237
Starch and sucrose metabolism,n/a,map00500,10,276,4.58684050481015E-05,0.00185767040444811,"Q9LNE3, F4I1A6, Q9C8J4, Q42059, F4KFG5, Q00917, Q9LIB9, Q9SU50, Q9STW8, Q9T079",,Q9LNE3; F4I1A6; Q9C8J4; Q42059; F4KFG5; Q00917; Q9LIB9; Q9SU50; Q9STW8; Q9T079
Cyanoamino acid metabolism,n/a,map00460,2,104,0.173808424594767,0.394723805388116,"Q9FLC8, P32962",,Q9FLC8; P32962
MAPK signaling pathway - plant,n/a,map04016,9,238,7.971444740995E-05,0.00242132634007723,"Q9LNW3, Q9LX16, O23115, O82122, Q9FIF5, Q9FJQ5, Q9LSF1, Q9LW27, Q9ZW21",,Q9LNW3; Q9LX16; O23115; O82122; Q9FIF5; Q9FJQ5; Q9LSF1; Q9LW27; Q9ZW21
Plant-pathogen interaction,n/a,map04626,8,339,0.00368145925043468,0.0447297298927814,"Q5XEP9, Q9LNE7, Q9SRE7, P27323, Q9SGI8, Q9SN89, P25071, O49717",,Q5XEP9; Q9LNE7; Q9SRE7; P27323; Q9SGI8; Q9SN89; P25071; O49717
Photosynthesis - antenna proteins,n/a,map00196,1,40,0.253274404666409,0.450884105010531,A0A178VRB0,,A0A178VRB0
Cell cycle - yeast,n/a,map04111,1,167,1,1.0406852248394,Q9LQQ9,,Q9LQQ9
Oocyte meiosis,n/a,map04114,1,189,1,1.0406852248394,Q9LQQ9,,Q9LQQ9
Ubiquitin mediated proteolysis,n/a,map04120,2,252,0.702539486978519,0.775986796980819,"Q9LTJ6, Q39256",,Q9LTJ6; Q39256
Viral carcinogenesis,n/a,map05203,1,227,1,1.0406852248394,Q9LQQ9,,Q9LQQ9
Human T-cell leukemia virus 1 infection,n/a,map05166,1,168,1,1.0406852248394,Q9LQQ9,,Q9LQQ9
RNA degradation,n/a,map03018,1,187,1,1.0406852248394,Q9XF19,,Q9XF19
Type I diabetes mellitus,n/a,map04940,2,19,0.00966102362450676,0.0782542913585048,"Q9LSH2, Q9ZPS3",,Q9LSH2; Q9ZPS3
Legionellosis,n/a,map05134,1,81,0.44245556995258,0.567370467010432,O65719,,O65719
Tuberculosis,n/a,map05152,1,129,0.604012881182215,0.673280413427882,Q9LQQ9,,Q9LQQ9
