#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,1,1.01170960187354,O65719,,O65719
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.301126711020358,0.393011296558292,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,43,3837,1.76557809046605E-09,3.81364867540666E-07,"Q9SHH6, Q9SHH7, Q8GYM1, Q9FLC8, Q39112, Q00917, Q9FHN4, Q94ID1, P32962, P49078, Q9SK52, Q9LDN9, O49505, Q9SU50, Q9T079, Q9FLC0, Q9SD85, F4KFG5, Q8GY54, P92983, Q94A08, A0A178WJZ2, Q9FJZ3, Q9LSH2, O82200, Q9ZPH4, O23237, P0DN99, Q9FXB2, O22693, Q42059, Q9SR86, Q9LIB9, Q8LAX0, Q9LTZ0, Q9LIA0, Q1G1A4, Q9SMU8, Q9SI16, O80912, O81862, Q9STW8, Q9C5M8",,Q9SHH6; Q9SHH7; Q8GYM1; Q9FLC8; Q39112; Q00917; Q9FHN4; Q94ID1; P32962; P49078; Q9SK52; Q9LDN9; O49505; Q9SU50; Q9T079; Q9FLC0; Q9SD85; F4KFG5; Q8GY54; P92983; Q94A08; A0A178WJZ2; Q9FJZ3; Q9LSH2; O82200; Q9ZPH4; O23237; P0DN99; Q9FXB2; O22693; Q42059; Q9SR86; Q9LIB9; Q8LAX0; Q9LTZ0; Q9LIA0; Q1G1A4; Q9SMU8; Q9SI16; O80912; O81862; Q9STW8; Q9C5M8
Arginine and proline metabolism,n/a,map00330,1,98,0.322805178540242,0.400723669912025,P92983,,P92983
Tryptophan metabolism,n/a,map00380,1,109,0.351521558412953,0.421825870095544,P32962,,P32962
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.301126711020358,0.393011296558292,O82200,,O82200
Biosynthesis of secondary metabolites,n/a,map01110,29,2085,1.01771875761165E-08,1.09913625822058E-06,"Q9C8J4, Q9FLC8, Q39112, Q00917, Q94ID1, P49078, Q9SK52, Q9LDN9, O49505, Q9SU50, Q9T079, Q9FLC0, Q9SD85, F4KFG5, P92983, O80458, B6EXY6, Q9LSH2, O23237, P0DN99, Q9FI37, Q9SR86, Q9LIB9, Q8LAX0, Q9LIA0, Q1G1A4, Q9SMU8, Q9SI16, O80912",,Q9C8J4; Q9FLC8; Q39112; Q00917; Q94ID1; P49078; Q9SK52; Q9LDN9; O49505; Q9SU50; Q9T079; Q9FLC0; Q9SD85; F4KFG5; P92983; O80458; B6EXY6; Q9LSH2; O23237; P0DN99; Q9FI37; Q9SR86; Q9LIB9; Q8LAX0; Q9LIA0; Q1G1A4; Q9SMU8; Q9SI16; O80912
Microbial metabolism in diverse environments,n/a,map01120,2,663,1,1.01170960187354,"P32962, Q9LSH2",,P32962; Q9LSH2
beta-Alanine metabolism,n/a,map00410,2,75,0.03712706448198,0.18226013472972,"Q9LSH2, P0DN99",,Q9LSH2; P0DN99
Plant hormone signal transduction,n/a,map04075,5,496,0.0490937496343764,0.200080187189157,"Q9M7Q5, Q9FJQ5, Q9FIF5, Q9LNW3, Q9ZW21",,Q9M7Q5; Q9FJQ5; Q9FIF5; Q9LNW3; Q9ZW21
Regulation of actin cytoskeleton,n/a,map04810,1,119,0.376571405681133,0.442062084930026,Q9LQQ9,,Q9LQQ9
Pathogenic Escherichia coli infection,n/a,map05130,2,152,0.123181425682717,0.286098795134051,"F4HWY6, Q9LQQ9",,F4HWY6; Q9LQQ9
Shigellosis,n/a,map05131,2,241,0.247460010735198,0.363614709651719,"Q9LQQ9, Q9FX60",,Q9LQQ9; Q9FX60
Salmonella infection,n/a,map05132,2,230,0.23155813838054,0.35472736092338,"Q9XIF4, Q9LQQ9",,Q9XIF4; Q9LQQ9
Fc gamma R-mediated phagocytosis,n/a,map04666,1,106,0.343812555526067,0.41721074153725,Q9LQQ9,,Q9LQQ9
"Glycine, serine and threonine metabolism",n/a,map00260,2,123,0.0871068501301538,0.247566837212016,"P0DN99, Q9SR86",,P0DN99; Q9SR86
Tyrosine metabolism,n/a,map00350,1,59,0.210379143588557,0.344256780417638,P0DN99,,P0DN99
Phenylalanine metabolism,n/a,map00360,1,49,0.178667487039445,0.334131404333507,P0DN99,,P0DN99
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.121814053416932,0.287561044131774,P0DN99,,P0DN99
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.19467906650022,0.340491322785809,P0DN99,,P0DN99
Autophagy - yeast,n/a,map04138,1,145,0.437273716151161,0.486861457157994,Q9LMM5,,Q9LMM5
Phenylpropanoid biosynthesis,n/a,map00940,7,280,0.000158937321360028,0.00686609228275323,"Q9SK52, Q9LDN9, Q9FLC0, O23237, Q9SMU8, Q9SI16, O80912",,Q9SK52; Q9LDN9; Q9FLC0; O23237; Q9SMU8; Q9SI16; O80912
Starch and sucrose metabolism,n/a,map00500,8,276,1.97575909931606E-05,0.00142254655150756,"Q9C8J4, Q00917, Q9SU50, Q9T079, F4KFG5, Q42059, Q9LIB9, Q9STW8",,Q9C8J4; Q00917; Q9SU50; Q9T079; F4KFG5; Q42059; Q9LIB9; Q9STW8
Cyanoamino acid metabolism,n/a,map00460,2,104,0.0656080255710248,0.232316943005596,"Q9FLC8, P32962",,Q9FLC8; P32962
MAPK signaling pathway - plant,n/a,map04016,7,238,5.96680972867074E-05,0.0032220772534822,"Q9FJQ5, Q9LSF1, Q9LW27, Q9FIF5, Q9LNW3, O82122, Q9ZW21",,Q9FJQ5; Q9LSF1; Q9LW27; Q9FIF5; Q9LNW3; O82122; Q9ZW21
Plant-pathogen interaction,n/a,map04626,3,339,0.152468561537582,0.296695579208267,"Q9SRE7, Q9SN89, O49717",,Q9SRE7; Q9SN89; O49717
Cell cycle - yeast,n/a,map04111,1,167,0.484005815293819,0.528006343956894,Q9LQQ9,,Q9LQQ9
Oocyte meiosis,n/a,map04114,1,189,0.526864416813257,0.560604502619032,Q9LQQ9,,Q9LQQ9
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.630932571889661,0.655199209270033,Q9LTJ6,,Q9LTJ6
Viral carcinogenesis,n/a,map05203,1,227,0.592692992790025,0.621464497294395,Q9LQQ9,,Q9LQQ9
Human T-cell leukemia virus 1 infection,n/a,map05166,1,168,0.486035440823729,0.527556056371485,Q9LQQ9,,Q9LQQ9
RNA degradation,n/a,map03018,1,187,0.523119618994912,0.559375434172777,Q9XF19,,Q9XF19
Type I diabetes mellitus,n/a,map04940,1,19,0.0757024281699412,0.240466536539813,Q9LSH2,,Q9LSH2
Legionellosis,n/a,map05134,1,81,0.275909610232333,0.378390322604342,O65719,,O65719
Tuberculosis,n/a,map05152,1,129,0.400655549026452,0.460327652072945,Q9LQQ9,,Q9LQQ9
Longevity regulating pathway - worm,n/a,map04212,4,180,0.00623604125079583,0.0708939426406263,"Q9SHH6, Q9SHH7, Q8GYM1, Q39152",,Q9SHH6; Q9SHH7; Q8GYM1; Q39152
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,1,1.01170960187354,O65719,,O65719
Huntington disease,n/a,map05016,1,437,1,1.01170960187354,Q9FHY0,,Q9FHY0
Sphingolipid signaling pathway,n/a,map04071,2,119,0.0824218221406353,0.243878268251743,"Q9ZPH4, Q9LQQ9",,Q9ZPH4; Q9LQQ9
PI3K-Akt signaling pathway,n/a,map04151,2,155,0.127095187365097,0.292048515647458,"Q8RWC9, Q9LQQ9",,Q8RWC9; Q9LQQ9
AMPK signaling pathway,n/a,map04152,1,141,0.428334004536587,0.479378989533175,Q8RWC9,,Q8RWC9
mRNA surveillance pathway,n/a,map03015,1,196,0.539741610792088,0.57149111730927,Q9C8J1,,Q9C8J1
Human papillomavirus infection,n/a,map05165,1,212,0.567877023916129,0.598348473979921,Q9LQQ9,,Q9LQQ9
Adrenergic signaling in cardiomyocytes,n/a,map04261,1,81,0.275909610232333,0.378390322604342,Q9LQQ9,,Q9LQQ9
Peroxisome,n/a,map04146,2,144,0.112896316820227,0.285211747756362,"Q9FPH4, Q39152",,Q9FPH4; Q39152
cAMP signaling pathway,n/a,map04024,1,97,0.320132502676941,0.402026863826856,Q9LQQ9,,Q9LQQ9
MAPK signaling pathway - yeast,n/a,map04011,2,78,0.039791104337685,0.182869756105105,"Q9LMM5, Q9LQQ9",,Q9LMM5; Q9LQQ9
Hepatitis C,n/a,map05160,1,66,0.23184742028718,0.352669315366414,Q9LQQ9,,Q9LQQ9
NOD-like receptor signaling pathway,n/a,map04621,2,117,0.0801095656108914,0.240328696832674,"Q9XIF4, Q9LQQ9",,Q9XIF4; Q9LQQ9
Neurotrophin signaling pathway,n/a,map04722,2,84,0.0453275008505286,0.191975297719886,"Q9LMM5, Q9LQQ9",,Q9LMM5; Q9LQQ9
Circadian rhythm - plant,n/a,map04712,3,71,0.00317505007143818,0.0571509012858872,"Q39057, Q6LA42, Q9LTJ6",,Q39057; Q6LA42; Q9LTJ6
Epstein-Barr virus infection,n/a,map05169,1,154,0.456881281705652,0.506083881273953,Q9FHY0,,Q9FHY0
Pyrimidine metabolism,n/a,map00240,1,98,0.322805178540242,0.400723669912025,A0A178WJZ2,,A0A178WJZ2
Autophagy - animal,n/a,map04140,2,145,0.114169343889572,0.283454922760316,"Q8RWC9, Q9LQQ9",,Q8RWC9; Q9LQQ9
Nitrogen metabolism,n/a,map00910,1,79,0.270183641147244,0.380193267021529,P32962,,P32962
Parkinson disease,n/a,map05012,2,411,0.679240697790953,0.701990386233712,"Q9FHY0, Q9XIF4",,Q9FHY0; Q9XIF4
Prion diseases,n/a,map05020,1,20,0.0793336809655556,0.243064894873192,Q9LQQ9,,Q9LQQ9
Antigen processing and presentation,n/a,map04612,1,78,0.267303734341556,0.38491737745184,O65719,,O65719
Glucosinolate biosynthesis,n/a,map00966,1,47,0.172174257198888,0.326224908376841,Q9FLC8,,Q9FLC8
2-Oxocarboxylic acid metabolism,n/a,map01210,1,126,0.393529466309627,0.457001960875696,Q9FLC8,,Q9FLC8
Toxoplasmosis,n/a,map05145,3,81,0.0045340712663514,0.0675420271401311,"O65719, O49717, Q9LQQ9",,O65719; O49717; Q9LQQ9
Drug metabolism - other enzymes,n/a,map00983,3,141,0.0195239219881557,0.131786473420051,"Q9SHH6, Q9SHH7, Q8GYM1",,Q9SHH6; Q9SHH7; Q8GYM1
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.626539974773975,0.653780843242409,O81862,,O81862
Zeatin biosynthesis,n/a,map00908,2,59,0.0241889778318366,0.149280548905049,"Q94ID1, Q9FUJ2",,Q94ID1; Q9FUJ2
Alzheimer disease,n/a,map05010,2,426,0.686672193447111,0.706291398974171,"Q9FHY0, Q9LQQ9",,Q9FHY0; Q9LQQ9
Spinocerebellar ataxia,n/a,map05017,1,183,0.515541058580739,0.554014271907659,Q9FHY0,,Q9FHY0
Biosynthesis of amino acids,n/a,map01230,1,419,1,1.01170960187354,P49078,,P49078
Longevity regulating pathway,n/a,map04211,1,65,0.228816560055379,0.356854707378786,Q8RWC9,,Q8RWC9
Cysteine and methionine metabolism,n/a,map00270,2,201,0.190063358563314,0.34498895335862,"Q9SR86, Q8LAX0",,Q9SR86; Q8LAX0
Flavonoid biosynthesis,n/a,map00941,1,41,0.15238559601139,0.300596244186851,Q9SD85,,Q9SD85
Steroid biosynthesis,n/a,map00100,1,64,0.22577376622372,0.358581864002379,Q1G1A4,,Q1G1A4
Cellular senescence,n/a,map04218,1,140,0.426077019858719,0.480588179057354,Q9LQQ9,,Q9LQQ9
Pathways in cancer,n/a,map05200,4,283,0.0273544064702352,0.151501328142841,"Q9SHH6, Q9SHH7, Q8GYM1, Q9LQQ9",,Q9SHH6; Q9SHH7; Q8GYM1; Q9LQQ9
Transcriptional misregulation in cancer,n/a,map05202,1,78,0.267303734341556,0.38491737745184,Q9FX60,,Q9FX60
Acute myeloid leukemia,n/a,map05221,1,26,0.100824175931339,0.277427031862028,Q9LQQ9,,Q9LQQ9
Hepatitis B,n/a,map05161,1,54,0.19467906650022,0.340491322785809,Q9LQQ9,,Q9LQQ9
Progesterone-mediated oocyte maturation,n/a,map04914,1,65,0.228816560055379,0.356854707378786,Q9LQQ9,,Q9LQQ9
Terpenoid backbone biosynthesis,n/a,map00900,2,105,0.0666893274509028,0.232337011764436,"O80458, Q9LIA0",,O80458; Q9LIA0
Choline metabolism in cancer,n/a,map05231,1,96,0.317449300580746,0.400988590207258,Q9LQQ9,,Q9LQQ9
p53 signaling pathway,n/a,map04115,1,54,0.19467906650022,0.340491322785809,Q9LTJ6,,Q9LTJ6
FoxO signaling pathway,n/a,map04068,2,90,0.0511284698423671,0.204513879369468,"Q8RWC9, Q9LQQ9",,Q8RWC9; Q9LQQ9
Prostate cancer,n/a,map05215,1,43,0.159033716585041,0.306707881985436,Q9LQQ9,,Q9LQQ9
Gastric cancer,n/a,map05226,2,54,0.0206183460457682,0.134956446845028,"Q9LSJ5, Q9LQQ9",,Q9LSJ5; Q9LQQ9
Cushing syndrome,n/a,map04934,1,24,0.093716884362683,0.262894117173241,Q9LQQ9,,Q9LQQ9
Measles,n/a,map05162,1,58,0.207263756385074,0.34570634269634,O65719,,O65719
MicroRNAs in cancer,n/a,map05206,3,95,0.0069512687520826,0.0682488204749928,"Q9LSJ5, Q9LMM5, Q9LQQ9",,Q9LSJ5; Q9LMM5; Q9LQQ9
"Cutin, suberine and wax biosynthesis",n/a,map00073,2,52,0.0192575942556794,0.143435874456095,"Q9FFQ7, Q39152",,Q9FFQ7; Q39152
Carotenoid biosynthesis,n/a,map00906,1,44,0.162338237947047,0.310310260146567,O49505,,O49505
ABC transporters,n/a,map02010,1,35,0.132124908087282,0.28538980146853,Q9LSJ5,,Q9LSJ5
Bile secretion,n/a,map04976,1,32,0.121814053416932,0.287561044131774,Q9LSJ5,,Q9LSJ5
Human immunodeficiency virus 1 infection,n/a,map05170,1,172,0.494074585206748,0.533600552023288,Q9LQQ9,,Q9LQQ9
Hepatocellular carcinoma,n/a,map05225,4,119,0.00147638107060336,0.0289907555682115,"Q9SHH6, Q9SHH7, Q8GYM1, Q9LQQ9",,Q9SHH6; Q9SHH7; Q8GYM1; Q9LQQ9
Thermogenesis,n/a,map04714,1,259,1,1.01170960187354,Q8RWC9,,Q8RWC9
Longevity regulating pathway - multiple species,n/a,map04213,2,73,0.035390993887376,0.177778015806354,"O65719, Q8RWC9",,O65719; Q8RWC9
cGMP-PKG signaling pathway,n/a,map04022,1,78,0.267303734341556,0.38491737745184,Q9LQQ9,,Q9LQQ9
Influenza A,n/a,map05164,1,80,0.273052251664076,0.380511524899615,Q9LQQ9,,Q9LQQ9
Mitophagy - yeast,n/a,map04139,1,89,0.298368658475059,0.392973355064711,Q9LMM5,,Q9LMM5
Apelin signaling pathway,n/a,map04371,2,69,0.0320175182035661,0.164661522189768,"Q8RWC9, Q9LQQ9",,Q8RWC9; Q9LQQ9
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,1,138,0.421536339175414,0.479220259273102,Q9LQQ9,,Q9LQQ9
GABAergic synapse,n/a,map04727,1,53,0.191501866453476,0.344703359616257,Q9LSH2,,Q9LSH2
Ras signaling pathway,n/a,map04014,1,71,0.246824344264684,0.365164783295697,Q9LQQ9,,Q9LQQ9
Axon regeneration,n/a,map04361,1,87,0.292819925542737,0.389225254875269,Q8RWC9,,Q8RWC9
Rap1 signaling pathway,n/a,map04015,1,54,0.19467906650022,0.340491322785809,Q9LQQ9,,Q9LQQ9
Glioma,n/a,map05214,1,34,0.128701450218713,0.28659292007466,Q9LQQ9,,Q9LQQ9
Fluid shear stress and atherosclerosis,n/a,map05418,6,197,0.000167346155703659,0.00602446160533171,"Q9SHH6, Q9SHH7, Q8GYM1, Q9XIF4, Q8RWC9, Q9LMM5",,Q9SHH6; Q9SHH7; Q8GYM1; Q9XIF4; Q8RWC9; Q9LMM5
Pertussis,n/a,map05133,1,38,0.142314951434186,0.292762185807469,Q9LQQ9,,Q9LQQ9
Human cytomegalovirus infection,n/a,map05163,1,93,0.309336123054181,0.397717872498232,Q9LQQ9,,Q9LQQ9
Alcoholism,n/a,map05034,2,144,0.112896316820227,0.285211747756362,"Q9LQQ9, Q9FX60",,Q9LQQ9; Q9FX60
