#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.040291047239005,0.0861394803040795,Q9LPM8,,Q9LPM8
Metabolic pathways,n/a,map01100,9,3837,5.29384579789106E-05,0.00164109219734623,"Q9LPM8, Q9C9H5, Q8LAH7, Q8GYM1, Q1PER6, Q501D8, O24603, Q9ZPH4, F4JTY7",,Q9LPM8; Q9C9H5; Q8LAH7; Q8GYM1; Q1PER6; Q501D8; O24603; Q9ZPH4; F4JTY7
Tryptophan metabolism,n/a,map00380,1,109,0.0485000833513533,0.0835279213273307,Q501D8,,Q501D8
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.040291047239005,0.0861394803040795,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.0684965991031625,0.0923215031390451,"Q9LPM8, Q8LAH7, Q501D8",,Q9LPM8; Q8LAH7; Q501D8
Starch and sucrose metabolism,n/a,map00500,1,276,0.117749392668384,0.130365399025711,Q9C9H5,,Q9C9H5
Longevity regulating pathway - worm,n/a,map04212,1,180,0.0785702802683864,0.0974271475327991,Q8GYM1,,Q8GYM1
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.152223973728252,0.15729810618586,Q38806,,Q38806
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.0320124865118751,0.0902170074425571,Q8LAH7,,Q8LAH7
Sphingolipid signaling pathway,n/a,map04071,1,119,0.0527928973159089,0.0798331617947891,Q9ZPH4,,Q9ZPH4
Glucosinolate biosynthesis,n/a,map00966,2,47,0.000232347899373578,0.00360139244029046,"Q9LPM8, Q501D8",,Q9LPM8; Q501D8
2-Oxocarboxylic acid metabolism,n/a,map01210,2,126,0.00156958351387636,0.0162190296433891,"Q9LPM8, Q501D8",,Q9LPM8; Q501D8
Drug metabolism - other enzymes,n/a,map00983,1,141,0.0621702646552459,0.0876035547414828,Q8GYM1,,Q8GYM1
Amino sugar and nucleotide sugar metabolism,n/a,map00520,2,249,0.00584750494620285,0.0362545306664576,"O24603, F4JTY7",,O24603; F4JTY7
Biosynthesis of amino acids,n/a,map01230,1,419,0.173095252606708,0.173095252606708,Q9LPM8,,Q9LPM8
Cysteine and methionine metabolism,n/a,map00270,1,201,0.0872840871441929,0.100215063017407,Q9LPM8,,Q9LPM8
"Valine, leucine and isoleucine biosynthesis",n/a,map00290,1,39,0.0179108885662389,0.0694046931941758,Q9LPM8,,Q9LPM8
Pantothenate and CoA biosynthesis,n/a,map00770,1,47,0.0214550824175702,0.0739008394382974,Q9LPM8,,Q9LPM8
Pathways in cancer,n/a,map05200,1,283,0.120541345634833,0.128854541885511,Q8GYM1,,Q8GYM1
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0236638233450446,0.0733578523696384,Q9FFQ7,,Q9FFQ7
Hepatocellular carcinoma,n/a,map05225,1,119,0.0527928973159089,0.0798331617947891,Q8GYM1,,Q8GYM1
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.085630575873515,0.102097994310729,Q8GYM1,,Q8GYM1
Glycerophospholipid metabolism,n/a,map00564,1,164,0.0718764154928812,0.0928403700116382,Q9FLM1,,Q9FLM1
Two-component system,n/a,map02020,1,99,0.0441881693270845,0.0805784264199776,Q9C9H5,,Q9C9H5
Glutathione metabolism,n/a,map00480,2,172,0.00286810273205503,0.0222277961734265,"Q8GYM1, Q1PER6",,Q8GYM1; Q1PER6
Sphingolipid metabolism,n/a,map00600,1,37,0.0170228726764852,0.0753870075672916,Q9ZPH4,,Q9ZPH4
Platinum drug resistance,n/a,map01524,1,115,0.0510780584234048,0.0833378847960815,Q8GYM1,,Q8GYM1
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.0398570718607618,0.0950437867448935,Q8GYM1,,Q8GYM1
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.0411584203455572,0.0797444394195171,Q8GYM1,,Q8GYM1
Chemical carcinogenesis,n/a,map05204,1,84,0.0376843031736358,0.0973511165318924,Q8GYM1,,Q8GYM1
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0139086043756485,0.0718611226075172,Q9T0J9,,Q9T0J9
