#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,7,3837,0.203555452999761,0.223910998299737,"O23066, Q1PER6, Q9M0S8, Q06402, Q94A41, O81301, O65457",,O23066; Q1PER6; Q9M0S8; Q06402; Q94A41; O81301; O65457
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.094634361186733,0.173496328842344,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.499323524004558,0.499323524004558,"Q56Y11, Q06402, Q94A41",,Q56Y11; Q06402; Q94A41
Plant hormone signal transduction,n/a,map04075,4,496,0.00229932380210451,0.0252925618231496,"A0A178UED2, Q9FLI3, Q9LX16, Q9LU15",,A0A178UED2; Q9FLI3; Q9LX16; Q9LU15
Starch and sucrose metabolism,n/a,map00500,1,276,0.261290556125535,0.273732963560084,Q94A41,,Q94A41
MAPK signaling pathway - plant,n/a,map04016,3,238,0.00242332692082795,0.0177710640860717,"Q9FLI3, Q06402, Q9LX16",,Q9FLI3; Q06402; Q9LX16
Protein processing in endoplasmic reticulum,n/a,map04141,6,364,3.72985239162437E-06,8.20567526157361E-05,"Q9LNW0, Q9XIE3, P29830, P19036, Q9ZW31, Q96331",,Q9LNW0; Q9XIE3; P29830; P19036; Q9ZW31; Q96331
Circadian rhythm - plant,n/a,map04712,1,71,0.0756393665281151,0.184896229290948,Q9LVG4,,Q9LVG4
Antigen processing and presentation,n/a,map04612,1,78,0.0826831038863452,0.16536620777269,Q9SKY8,,Q9SKY8
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0210146639049443,0.0924645211817547,"Q9M0S8, Q06402",,Q9M0S8; Q06402
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.109356328021613,0.150364951029718,Q56Y11,,Q56Y11
MicroRNAs in cancer,n/a,map05206,1,95,0.0995683231957094,0.168500239254277,Q9M0S8,,Q9M0S8
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0562489067115527,0.176782278236308,O23066,,O23066
Pancreatic secretion,n/a,map04972,1,63,0.0675236310211072,0.185689985308045,Q94A41,,Q94A41
Carbohydrate digestion and absorption,n/a,map04973,1,20,0.0226746276697553,0.0831403014557695,Q94A41,,Q94A41
Quorum sensing,n/a,map02024,1,115,0.119038725236161,0.154050115011502,O65457,,O65457
Tight junction,n/a,map04530,1,98,0.102515881207443,0.161096384754554,Q9SKY8,,Q9SKY8
Nucleotide excision repair,n/a,map03420,1,120,0.12384067484361,0.151360824808857,O81831,,O81831
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.0125002019018248,0.0687511104600362,"O81301, O65457",,O81301; O65457
Two-component system,n/a,map02020,1,99,0.103496270906035,0.151794530662184,O81301,,O81301
Glutathione metabolism,n/a,map00480,1,172,0.172266550805493,0.199466532511624,Q1PER6,,Q1PER6
Insulin resistance,n/a,map04931,1,75,0.0796709060423255,0.175275993293116,Q9FLI3,,Q9FLI3
