#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Endocytosis,n/a,map04144,1,258,0.140318824346149,0.162769836241533,Q9LYJ3,,Q9LYJ3
Metabolic pathways,n/a,map01100,2,3837,1,1,"B3H5Q1, Q9SHH7",,B3H5Q1; Q9SHH7
Biosynthesis of secondary metabolites,n/a,map01110,3,2085,0.122724444028536,0.161773130764889,"B3H5Q1, Q9C8J4, Q84UV0",,B3H5Q1; Q9C8J4; Q84UV0
Pathogenic Escherichia coli infection,n/a,map05130,1,152,0.0854071292822041,0.137600374954662,Q9LYJ3,,Q9LYJ3
Shigellosis,n/a,map05131,1,241,0.131736375628637,0.159181453884603,Q9LYJ3,,Q9LYJ3
Salmonella infection,n/a,map05132,1,230,0.126138069933078,0.15904365339388,Q9LYJ3,,Q9LYJ3
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.151301465958177,0.16875932741489,B3H5Q1,,B3H5Q1
Starch and sucrose metabolism,n/a,map00500,2,276,0.011630743680455,0.168645783366597,"B3H5Q1, Q9C8J4",,B3H5Q1; Q9C8J4
Cyanoamino acid metabolism,n/a,map00460,1,104,0.0594175208957281,0.132546777382778,B3H5Q1,,B3H5Q1
Legionellosis,n/a,map05134,1,81,0.046707454099336,0.20838710290473,Q9LYJ3,,Q9LYJ3
Longevity regulating pathway - worm,n/a,map04212,1,180,0.100239409009041,0.145347143063109,Q9SHH7,,Q9SHH7
Drug metabolism - other enzymes,n/a,map00983,1,141,0.0795144361046815,0.135642273355045,Q9SHH7,,Q9SHH7
Pathways in cancer,n/a,map05200,1,283,0.152788340733952,0.164105995603134,Q9SHH7,,Q9SHH7
Gastric cancer,n/a,map05226,1,54,0.0315707519614917,0.183110361376652,Q9LSJ5,,Q9LSJ5
MicroRNAs in cancer,n/a,map05206,1,95,0.0544640381103529,0.143587009563658,Q9LSJ5,,Q9LSJ5
ABC transporters,n/a,map02010,1,35,0.0207771992972538,0.15063469490509,Q9LSJ5,,Q9LSJ5
Bile secretion,n/a,map04976,1,32,0.0190621466815555,0.184267417921704,Q9LSJ5,,Q9LSJ5
Hepatocellular carcinoma,n/a,map05225,1,119,0.0676165304956648,0.130725292291619,Q9SHH7,,Q9SHH7
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.109128752372648,0.150701610419371,Q9SHH7,,Q9SHH7
Insulin signaling pathway,n/a,map04910,1,135,0.0762844791577847,0.138265618473485,Q4V3D6,,Q4V3D6
Vibrio cholerae infection,n/a,map05110,1,98,0.05611805007178,0.135618621006802,Q9LYJ3,,Q9LYJ3
Spliceosome,n/a,map03040,1,318,0.169946588303422,0.176016109314258,Q9FYE0,,Q9FYE0
Glutathione metabolism,n/a,map00480,1,172,0.0960259845829725,0.146565976468748,Q9SHH7,,Q9SHH7
Platinum drug resistance,n/a,map01524,1,115,0.0654370433443102,0.135548161213214,Q9SHH7,,Q9SHH7
Phospholipase D signaling pathway,n/a,map04072,1,81,0.046707454099336,0.20838710290473,Q9LYJ3,,Q9LYJ3
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.0511474367233459,0.16480840721967,Q9SHH7,,Q9SHH7
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.0528071685993409,0.153140788938089,Q9SHH7,,Q9SHH7
Chemical carcinogenesis,n/a,map05204,1,84,0.0483748428697494,0.175358805402842,Q9SHH7,,Q9SHH7
Monoterpenoid biosynthesis,n/a,map00902,1,8,0.00523468956730221,0.151805997451764,Q84UV0,,Q84UV0
