#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,9,3837,0.00236373160874868,0.00756394114799577,"Q9M9F5, Q9C971, Q9ZT84, F4KFG5, Q39034, Q9M880, Q9LHR4, Q501D8, O81346",,Q9M9F5; Q9C971; Q9ZT84; F4KFG5; Q39034; Q9M880; Q9LHR4; Q501D8; O81346
Tryptophan metabolism,n/a,map00380,2,109,0.00319603515959765,0.00852276042559374,"Q501D8, O81346",,Q501D8; O81346
Biosynthesis of secondary metabolites,n/a,map01110,9,2085,2.85231266172364E-05,0.000228185012937891,"Q9M9F5, Q9C971, Q9ZT84, F4KFG5, Q39034, Q9LE06, Q9LHR4, Q501D8, O81346",,Q9M9F5; Q9C971; Q9ZT84; F4KFG5; Q39034; Q9LE06; Q9LHR4; Q501D8; O81346
Plant hormone signal transduction,n/a,map04075,1,496,0.310775809223792,0.310775809223792,A0A178UED2,,A0A178UED2
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.189614786289507,0.216702612902294,Q39034,,Q39034
Starch and sucrose metabolism,n/a,map00500,1,276,0.187183044463297,0.230379131647135,F4KFG5,,F4KFG5
Fatty acid metabolism,n/a,map01212,1,111,0.0803303372163452,0.10710711628846,Q9M880,,Q9M880
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.0287301854016767,0.0574603708033535,Q9M880,,Q9M880
Prion diseases,n/a,map05020,1,20,0.0155729864550788,0.0355953976116086,Q9STH1,,Q9STH1
Glucosinolate biosynthesis,n/a,map00966,3,47,7.70613174447983E-06,0.000123298107911677,"Q9LE06, Q501D8, O81346",,Q9LE06; Q501D8; O81346
2-Oxocarboxylic acid metabolism,n/a,map01210,3,126,0.000131669449336163,0.000702237063126205,"Q9LE06, Q501D8, O81346",,Q9LE06; Q501D8; O81346
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.0761935238897814,0.110826943839682,Q9LHR4,,Q9LHR4
Carotenoid biosynthesis,n/a,map00906,1,44,0.0330771513321049,0.0588038245904086,Q9M9F5,,Q9M9F5
RNA transport,n/a,map03013,1,285,0.192644347452588,0.205487303949427,F4J1N5,,F4J1N5
Fatty acid biosynthesis,n/a,map00061,1,65,0.0481405515411351,0.0770248824658161,Q9M880,,Q9M880
Diterpenoid biosynthesis,n/a,map00904,2,40,0.000466090058449894,0.00186436023379958,"Q9C971, Q9ZT84",,Q9C971; Q9ZT84
