#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.0214530585008201,0.0315486154423825,Q9SR86,,Q9SR86
Metabolic pathways,n/a,map01100,8,3837,2.32746497864315E-06,5.81866244660786E-05,"B3H5Q1, Q9SHH7, Q6NKX1, Q9SR86, Q9ZW27, O81862, O65782, O81346",,B3H5Q1; Q9SHH7; Q6NKX1; Q9SR86; Q9ZW27; O81862; O65782; O81346
Arginine and proline metabolism,n/a,map00330,1,98,0.0233176457644752,0.0306811128479937,Q6NKX1,,Q6NKX1
Tryptophan metabolism,n/a,map00380,2,109,0.000329099230560617,0.00117535439485935,"O65782, O81346",,O65782; O81346
Biosynthesis of secondary metabolites,n/a,map01110,6,2085,8.62555644206599E-06,0.000107819455525825,"B3H5Q1, Q6NKX1, Q9SR86, O49561, O65782, O81346",,B3H5Q1; Q6NKX1; Q9SR86; O49561; O65782; O81346
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.0291223973596963,0.0346695206663051,Q9SR86,,Q9SR86
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.0648220202949256,0.0648220202949256,B3H5Q1,,B3H5Q1
Starch and sucrose metabolism,n/a,map00500,1,276,0.0639284179889126,0.066592102071784,B3H5Q1,,B3H5Q1
Cyanoamino acid metabolism,n/a,map00460,1,104,0.0247138345451737,0.0308922931814672,B3H5Q1,,B3H5Q1
Longevity regulating pathway - worm,n/a,map04212,2,180,0.000878638166994416,0.00168968878268157,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Glucosinolate biosynthesis,n/a,map00966,2,47,6.39773156571248E-05,0.000533144297142707,"O65782, O81346",,O65782; O81346
2-Oxocarboxylic acid metabolism,n/a,map01210,2,126,0.000437053724933082,0.00109263431233271,"O65782, O81346",,O65782; O81346
Drug metabolism - other enzymes,n/a,map00983,2,141,0.000544733249538819,0.00123803011258822,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.0578750023758615,0.0629076112781104,O81862,,O81862
Cysteine and methionine metabolism,n/a,map00270,1,201,0.0470199251052297,0.0534317330741247,Q9SR86,,Q9SR86
Pathways in cancer,n/a,map05200,2,283,0.00212631793774265,0.00354386322957108,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Hepatocellular carcinoma,n/a,map05225,2,119,0.000390783821109056,0.00108551061419182,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Fluid shear stress and atherosclerosis,n/a,map05418,2,197,0.0010483088884165,0.00187198015788661,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Glutathione metabolism,n/a,map00480,2,172,0.000803837109024259,0.00167466064380054,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Platinum drug resistance,n/a,map01524,2,115,0.000365485622933146,0.00114214257166608,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.0230847600971607,0.0320621668016121,Q9SR86,,Q9SR86
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,2,89,0.000221400110171899,0.0011070005508595,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Drug metabolism - cytochrome P450,n/a,map00982,2,92,0.000236217627544361,0.00098424011476817,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
Diterpenoid biosynthesis,n/a,map00904,1,40,0.00972128239299324,0.0151895037390519,O49561,,O49561
Chemical carcinogenesis,n/a,map05204,2,84,0.000197757079454769,0.0012359817465923,"Q9SHH7, Q9ZW27",,Q9SHH7; Q9ZW27
