#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,12,3837,0.0193011913141008,0.197837210969533,"Q9FZ62, Q9SGU9, Q3E9D5, F4K2L4, Q96242, Q1PER6, Q9LHR4, O22893, O23066, Q9SVQ1, P56774, P26289",,Q9FZ62; Q9SGU9; Q3E9D5; F4K2L4; Q96242; Q1PER6; Q9LHR4; O22893; O23066; Q9SVQ1; P56774; P26289
Arginine and proline metabolism,n/a,map00330,1,98,0.141744208605152,0.232460502112449,Q3E9D5,,Q3E9D5
Tryptophan metabolism,n/a,map00380,1,109,0.156203941447529,0.228727199976739,Q9SVQ1,,Q9SVQ1
Ascorbate and aldarate metabolism,n/a,map00053,1,90,0.131073482051481,0.244273307459578,Q1PER6,,Q1PER6
Biosynthesis of secondary metabolites,n/a,map01110,2,2085,0.77572831408283,0.77572831408283,"Q96242, Q9LHR4",,Q96242; Q9LHR4
Selenocompound metabolism,n/a,map00450,1,30,0.0467229729696831,0.191564189175701,Q9SGU9,,Q9SGU9
Plant hormone signal transduction,n/a,map04075,7,496,1.51069218237522E-05,0.000309691897386921,"O64538, Q9FGT7, Q9SRW1, Q6NMM4, Q9LU15, Q9FPR6, A0A178UUI1",,O64538; Q9FGT7; Q9SRW1; Q6NMM4; Q9LU15; Q9FPR6; A0A178UUI1
Shigellosis,n/a,map05131,1,241,0.31192713776231,0.355250351340408,Q39256,,Q39256
Salmonella infection,n/a,map05132,1,230,0.300123048134824,0.351572713529365,P27323,,P27323
Plant-pathogen interaction,n/a,map04626,2,339,0.0978289270419974,0.235940353454229,"P27323, Q9SGI8",,P27323; Q9SGI8
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.323533181130189,0.358509741252372,Q39256,,Q39256
Protein processing in endoplasmic reticulum,n/a,map04141,8,364,1.43951203306497E-07,5.90199933556637E-06,"Q9LNW0, P13853, P29830, O81822, P27323, P19036, Q9ZW31, Q96331",,Q9LNW0; P13853; P29830; O81822; P27323; P19036; Q9ZW31; Q96331
Synaptic vesicle cycle,n/a,map04721,1,106,0.152284583325018,0.231246959863917,Q9ZPV9,,Q9ZPV9
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.105198670441256,0.239619193782862,Q96242,,Q96242
PI3K-Akt signaling pathway,n/a,map04151,1,155,0.214092231772069,0.274305671957964,P27323,,P27323
PPAR signaling pathway,n/a,map03320,1,64,0.0954738671546335,0.260961903555998,Q39256,,Q39256
NOD-like receptor signaling pathway,n/a,map04621,1,117,0.166567664774298,0.235492215715387,P27323,,P27323
Parkinson disease,n/a,map05012,1,411,0.471089017023661,0.482866242449252,Q39256,,Q39256
Prion diseases,n/a,map05020,1,20,0.0318933297721911,0.217937753443306,Q9STH1,,Q9STH1
Antigen processing and presentation,n/a,map04612,1,78,0.11481946994892,0.247768329889774,P27323,,P27323
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0396294790874519,0.203101080323191,"Q9SGU9, Q3E9D5",,Q9SGU9; Q3E9D5
Pathways in cancer,n/a,map05200,1,283,0.355203947620309,0.383246364537702,P27323,,P27323
Progesterone-mediated oocyte maturation,n/a,map04914,1,65,0.0968695345666318,0.248228182326994,P27323,,P27323
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.150974110785346,0.238074559315353,Q9LHR4,,Q9LHR4
Prostate cancer,n/a,map05215,1,43,0.0656641922790917,0.224352656953563,P27323,,P27323
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0785575806156674,0.23006148608874,O23066,,O23066
Necroptosis,n/a,map04217,1,122,0.172980594031086,0.236406811842485,P27323,,P27323
Mitophagy - animal,n/a,map04137,1,87,0.127038026666152,0.260427954665612,Q39256,,Q39256
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,1,138,0.193173957185361,0.255488136922574,Q39256,,Q39256
Oxidative phosphorylation,n/a,map00190,1,290,0.362148748216202,0.380720478893956,P26289,,P26289
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.263488608163942,0.31773626278593,P27323,,P27323
Estrogen signaling pathway,n/a,map04915,1,48,0.0728491811773887,0.229755109867149,P27323,,P27323
SNARE interactions in vesicular transport,n/a,map04130,1,93,0.13509038145303,0.24081328867714,Q9ZPV9,,Q9ZPV9
Galactose metabolism,n/a,map00052,1,96,0.139088809743301,0.237610049978139,O22893,,O22893
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.128385245525412,0.250656907930566,F4K2L4,,F4K2L4
Glutathione metabolism,n/a,map00480,1,172,0.234470976300332,0.291312425100412,Q1PER6,,Q1PER6
Vitamin B6 metabolism,n/a,map00750,1,25,0.0393366141543956,0.230400168618603,Q9FZ62,,Q9FZ62
Th17 cell differentiation,n/a,map04659,1,34,0.0525913646990356,0.196022359332769,P27323,,P27323
Photosynthesis,n/a,map00195,2,147,0.022489185671648,0.184411322507513,"O04090, P56774",,O04090; P56774
IL-17 signaling pathway,n/a,map04657,1,29,0.0452502344229677,0.206139956815742,P27323,,P27323
Flavone and flavonol biosynthesis,n/a,map00944,1,11,0.0183505704165498,0.250791129026181,Q9S9P6,,Q9S9P6
