#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Valine, leucine and isoleucine degradation",n/a,map00280,1,90,0.0993565534685951,0.190433394148141,Q42523,,Q42523
Metabolic pathways,n/a,map01100,7,3837,0.217516175627057,0.250143601971115,"Q42523, Q8LDN8, Q9FMD9, Q84JF0, Q9M1B9, Q9LZJ1, O64882",,Q42523; Q8LDN8; Q9FMD9; Q84JF0; Q9M1B9; Q9LZJ1; O64882
Biosynthesis of secondary metabolites,n/a,map01110,4,2085,0.308831701878545,0.330378099684024,"B6EXY6, Q9M1B9, Q9LZJ1, O64882",,B6EXY6; Q9M1B9; Q9LZJ1; O64882
Microbial metabolism in diverse environments,n/a,map01120,2,663,0.178048066438695,0.221357055572432,"Q9FMD9, Q84JF0",,Q9FMD9; Q84JF0
Sulfur metabolism,n/a,map00920,1,71,0.0794557790285143,0.21499799031245,Q84JF0,,Q84JF0
Purine metabolism,n/a,map00230,1,167,0.175726954588921,0.224539997530288,Q84JF0,,Q84JF0
Plant hormone signal transduction,n/a,map04075,1,496,0.435876779152967,0.435876779152967,Q9LZZ4,,Q9LZZ4
Salmonella infection,n/a,map05132,1,230,0.233401672510007,0.261865291108788,Q8LDI5,,Q8LDI5
Protein digestion and absorption,n/a,map04974,1,15,0.018225470561492,0.104796455728579,F4KBM7,,F4KBM7
Phenylpropanoid biosynthesis,n/a,map00940,2,280,0.0421371908768891,0.161525898361408,"Q9LZJ1, O64882",,Q9LZJ1; O64882
Starch and sucrose metabolism,n/a,map00500,3,276,0.00421725833679509,0.032332313915429,"Q9M1B9, Q9LZJ1, O64882",,Q9M1B9; Q9LZJ1; O64882
Cyanoamino acid metabolism,n/a,map00460,2,104,0.00674434223742459,0.0443199632745044,"Q9LZJ1, O64882",,Q9LZJ1; O64882
Plant-pathogen interaction,n/a,map04626,1,339,0.323880134749155,0.338601959055934,Q9LNJ0,,Q9LNJ0
