#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Metabolic pathways,n/a,map01100,2,3837,0.650103940284549,0.650103940284549,"Q94ID3, O81755",,Q94ID3; O81755
Biosynthesis of secondary metabolites,n/a,map01110,2,2085,0.174045069710675,0.191449576681743,"Q94ID3, O81755",,Q94ID3; O81755
Phenylpropanoid biosynthesis,n/a,map00940,1,280,0.0966785797390873,0.118162708569996,O81755,,O81755
mRNA surveillance pathway,n/a,map03015,1,196,0.0687781267987651,0.094569924348302,Q9FLE2,,Q9FLE2
Circadian rhythm - plant,n/a,map04712,1,71,0.0256941877290784,0.0471060108366437,Q8W1E3,,Q8W1E3
Zeatin biosynthesis,n/a,map00908,1,59,0.0214570877361622,0.0472055930195568,Q94ID3,,Q94ID3
Gastric cancer,n/a,map05226,1,54,0.0196863194401787,0.0541373784604914,Q9FWX8,,Q9FWX8
MicroRNAs in cancer,n/a,map05206,1,95,0.0341146674047394,0.0536087630645904,Q9FWX8,,Q9FWX8
ABC transporters,n/a,map02010,1,35,0.0129287952978674,0.0474055827588471,Q9FWX8,,Q9FWX8
Bile secretion,n/a,map04976,1,32,0.0118576647767541,0.0652171562721475,Q9FWX8,,Q9FWX8
Other glycan degradation,n/a,map00511,1,30,0.011142946774347,0.122572414517817,Q9FKW9,,Q9FKW9
