	class	0.7_0	1_0	0.5_0	0.2_0	0.1_0	0.07_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF09831	+	0.588	0.672	0.503	0.382	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2058)	0.368
PF03612	+	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sorbitol phosphotransferase enzyme II N-terminus	0.336
PF09374	+	0.161	0.197	0.218	0.169	0.139	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted Peptidoglycan domain	0.325
PF03829	+	0.059	0.174	0.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system glucitol/sorbitol-specific IIA component	0.315
PF02110	+	0.317	0.228	0.214	0.173	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydroxyethylthiazole kinase family	0.306
PF05063	+	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MT-A70	0.305
PF05971	-	-0.005	-0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF890)	0.291
PF14331	+	0.399	0.368	0.301	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ImcF-related N-terminal domain	0.282
PF01614	+	0.264	0.292	0.319	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial transcriptional regulator	0.263
PF10423	-	0.000	0.000	-0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial AMP nucleoside phosphorylase N-terminus	0.257
PF09313	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1971)	0.255
PF11319	+	0.087	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3121)	0.229
PF12224	+	0.458	0.000	0.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative amidoligase enzyme	0.218
PF13461	+	0.000	0.160	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cell-wall surface anchor repeat	0.218
PF06141	+	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage minor tail protein U	0.209
PF01483	+	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proprotein convertase P-domain	0.209
PF07278	+	0.074	0.044	0.052	0.029	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1441)	0.205
PF13591	+	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MerR HTH family regulatory protein	0.191
PF11862	-	-0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3382)	0.188
PF05195	-	0.000	-0.015	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminopeptidase P, N-terminal domain	0.179
PF13186	+	0.023	0.000	0.000	0.079	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster-binding domain	0.175
PF01337	-	-0.161	-0.167	-0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Barstar (barnase inhibitor)	0.172
PF08361	-	0.000	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MAATS-type transcriptional repressor, C-terminal region	0.172
PF10994	+	0.000	0.038	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2817)	0.172
PF08878	+	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1837)	0.170
PF06029	-	0.000	-0.266	-0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AlkA N-terminal domain	0.163
PF06719	-	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AraC-type transcriptional regulator N-terminus	0.160
PF05345	+	0.102	0.044	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative Ig domain	0.156
PF07308	-	0.000	-0.265	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1456)	0.154
PF14310	-	0.000	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III-like domain	0.150
PF06224	-	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	0.141
PF10124	+	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mu-like prophage major head subunit gpT	0.139
PF09392	-	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type III secretion needle MxiH like	0.136
PF00781	-	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Diacylglycerol kinase catalytic domain	0.128
PF07769	-	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	psiF repeat	0.119
PF00182	-	0.000	0.000	0.000	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chitinase class I	0.119
PF13977	-	0.000	0.000	0.000	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial transcriptional repressor	0.114
PF13088	+	0.136	0.235	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	0.111
PF01915	-	0.000	0.000	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 C-terminal domain	0.101
PF06945	-	0.000	0.000	0.000	-0.216	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1289)	0.101
PF13440	+	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysaccharide biosynthesis protein	0.093
PF13806	-	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rieske-like [2Fe-2S] domain	0.093
PF12949	+	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HeH/LEM domain	0.090
PF00023	+	0.000	0.069	0.072	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	0.089
PF01019	-	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Gamma-glutamyltranspeptidase	0.086
PF03831	-	-0.122	-0.134	-0.158	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PhnA protein	0.080
PF02028	-	-0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BCCT family transporter	0.073
PF05962	-	0.000	0.000	0.000	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HutD	0.066
PF13577	+	0.278	0.284	0.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	0.061
PF05593	+	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RHS Repeat	0.054
PF06754	-	0.000	-0.192	0.000	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphonate metabolism protein PhnG	0.051
PF07511	+	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1525)	0.048
PF00484	-	-0.170	0.000	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbonic anhydrase	0.045
PF06007	-	-0.214	-0.099	-0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphonate metabolism protein PhnJ	0.037
PF05861	-	0.000	0.000	-0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial phosphonate metabolism protein (PhnI)	0.037
PF00576	-	-0.478	-0.530	-0.455	-0.309	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HIUase/Transthyretin family	0.031
PF03575	-	0.000	-0.065	-0.050	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S51	0.030
PF03092	+	0.299	0.207	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BT1 family	0.027
PF00782	-	-0.033	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dual specificity phosphatase, catalytic domain	0.020
PF01633	-	-0.167	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Choline/ethanolamine kinase	0.018
PF02366	-	0.000	0.000	0.000	-0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dolichyl-phosphate-mannose-protein mannosyltransferase	0.018
PF00302	-	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chloramphenicol acetyltransferase	0.011
PF05658	-	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Head domain of trimeric autotransporter adhesin	0.009
PF00037	-	0.000	0.000	0.000	-0.182	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S binding domain	0.001
PF01058	-	0.000	0.000	0.000	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH ubiquinone oxidoreductase, 20 Kd subunit	-0.023
PF05232	-	-0.535	-0.416	-0.378	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial Transmembrane Pair family	-0.029
PF00941	-	-0.293	0.000	-0.227	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD binding domain in molybdopterin dehydrogenase	-0.029
PF01799	-	0.000	0.000	0.000	-0.036	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	[2Fe-2S] binding domain	-0.029
PF05857	-	0.000	-0.101	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TraX protein	-0.030
PF03308	-	-0.121	-0.252	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ArgK protein	-0.032
PF14488	-	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4434)	-0.036
PF11041	-	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2612)	-0.036
PF00723	+	0.000	0.000	0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 15	-0.060
PF13429	+	0.000	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.066
PF00689	-	0.000	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cation transporting ATPase, C-terminus	-0.070
PF13396	+	0.099	0.000	0.085	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase_D-nuclease N-terminal	-0.077
PF04773	+	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FecR protein	-0.078
PF00545	-	-0.013	-0.081	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ribonuclease	-0.081
PF00690	-	0.000	0.000	0.000	0.000	-0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cation transporter/ATPase, N-terminus	-0.084
PF13087	-	-0.085	-0.037	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.114
PF02445	-	0.000	0.000	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Quinolinate synthetase A protein	-0.120
PF06042	-	-0.010	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF925)	-0.122
PF04471	-	-0.283	-0.287	-0.226	-0.097	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	-0.124
PF05899	-	-0.010	-0.060	-0.007	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF861)	-0.137
PF05985	-	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine ammonia-lyase light chain (EutC)	-0.140
PF13358	-	-0.132	-0.134	-0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DDE superfamily endonuclease	-0.142
PF00296	-	0.000	-0.236	-0.179	-0.081	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Luciferase-like monooxygenase	-0.153
PF13551	-	0.000	0.000	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	-0.160
PF05426	-	-0.000	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alginate lyase	-0.165
PF03412	-	0.000	-0.218	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase C39 family	-0.172
PF03171	-	0.000	0.000	0.000	-0.032	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2OG-Fe(II) oxygenase superfamily	-0.172
PF06751	-	-0.180	-0.180	-0.176	-0.114	-0.081	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ethanolamine ammonia lyase large subunit (EutB)	-0.179
PF09290	+	0.065	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic acetaldehyde dehydrogenase, dimerisation	-0.180
PF07719	+	0.040	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.185
PF11744	-	0.000	-0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aluminium activated malate transporter	-0.190
PF07685	+	0.237	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CobB/CobQ-like glutamine amidotransferase domain	-0.206
PF03703	+	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.212
PF00035	-	0.000	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Double-stranded RNA binding motif	-0.218
PF09364	+	0.000	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XFP N-terminal domain	-0.225
PF13539	-	0.000	0.000	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-alanyl-D-alanine carboxypeptidase	-0.252
PF14595	+	0.000	0.000	0.112	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	-0.291
PF01321	-	-0.311	-0.081	-0.151	-0.104	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Creatinase/Prolidase N-terminal domain	-0.294
PF06821	-	0.000	0.000	0.000	0.000	-0.040	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Serine hydrolase	-0.314
PF01425	-	-0.066	0.000	-0.047	0.000	-0.117	-0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidase	-0.315
PF12867	-	0.000	0.000	0.000	0.000	-0.023	-0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DinB superfamily	-0.435
